method,source,source_label,target,target_label,rank,score
focused_vector,iTE:P1161:n2,concentration of electron holes,iTE:P1657:n2,density of holes,7,0.8741242289543152
focused_vector,iTE:P1161:n2,concentration of electron holes,iTE:P0932:n5,Seebeck coefficient,8,0.8738473057746887
focused_vector,iTE:P1161:n2,concentration of electron holes,iTE:P1517:n3,electrical and thermal conductivities,9,0.8736357092857361
focused_vector,iTE:P1161:n2,concentration of electron holes,iTE:P0932:n4,reduction of charge carriers,10,0.872114896774292
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1388:n1,dissolution of protons,1,0.9790928363800049
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1755:n2,hole concentration,2,0.8620101809501648
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1869:n2,formation of electronic holes,3,0.8550123572349548
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1483:n2,"holes, one free and the other trapped",4,0.847532331943512
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1869:n1,uptake of oxygen at vacant sites,5,0.8399664759635925
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1080:n2,hole density,6,0.8340818881988525
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1161:n2,concentration of electron holes,7,0.8331366181373596
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1161:n1,thermal reduction,8,0.8303253650665283
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P1483:n1,oxygen interstitials,9,0.8256760239601135
focused_vector,iTE:P1388:n2,concentration of holes,iTE:P0514:n3,content of OH- ions in pore solution,10,0.8252522349357605
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P1509:n1,d-d hybridization,1,0.954602062702179
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P0649:n2,Band gap,2,0.8628362417221069
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P1129:n1,doped materials,3,0.8546322584152222
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P1504:n1,cross-gap hybridization,4,0.8539112210273743
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P1018:n2,half-metallic character,5,0.8534859418869019
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P1006:n2,half-metallic character,6,0.8406170010566711
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P1651:n2,gap formation,7,0.8388890027999878
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P0649:n1,Sn-concentration,8,0.8386034369468689
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P1757:n2,bandgaps,9,0.837125837802887
focused_vector,iTE:P1509:n2,half-metallic gap,iTE:P1873:n2,very small band gap,10,0.8366461992263794
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1535:n1,increased doping content,1,0.9815723299980164
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1968:n2,carrier concentration,2,0.8780174255371094
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1000:n1,Changes in the carrier concentration,3,0.8763540387153625
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1716:n1,doping level,4,0.875444769859314
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P0426:n2,carrier concentration,5,0.8752515316009521
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1043:n1,decrease in carrier concentration,6,0.8722238540649414
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1940:n2,charge carrier concentration,7,0.8714867830276489
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1539:n2,decrement in the carrier concentration,8,0.8692266941070557
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1492:n2,charge carrier concentration,9,0.8642792105674744
focused_vector,iTE:P1535:n2,increase of the carrier concentration,iTE:P1124:n1,higher carrier concentration,10,0.8622788190841675
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1646:n1,positive values of Cauchy pressure,1,0.9719496965408325
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1720:n2,ionic nature,2,0.8843336701393127
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1931:n1,ionic bonding,3,0.8782845139503479
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1808:n2,ionic bonding,4,0.8750434517860413
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1699:n2,ionic character,5,0.87226402759552
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1764:n2,an ionic bond,6,0.8672176599502563
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1898:n1,ionic bonding,7,0.8664557337760925
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1881:n1,strong covalent B-B interactions and partially ionic Al & horbar;B bonds,8,0.8654722571372986
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1684:n2,covalent bonding,9,0.864646315574646
focused_vector,iTE:P1646:n2,ionic bonding,iTE:P1799:n2,ionic bond,10,0.8630146980285645
focused_vector,iTE:P1743:n2,conducting properties,iTE:P1743:n1,Eu3+ insertion,1,0.9797462821006775
focused_vector,iTE:P1743:n2,conducting properties,iTE:P0636:n2,Electrical conductivity,2,0.8846653699874878
focused_vector,iTE:P1743:n2,conducting properties,iTE:P0718:n2,Electrical conductivity,3,0.8846653699874878
focused_vector,iTE:P1743:n2,conducting properties,iTE:P0636:n3,Seebeck coefficient,4,0.869249165058136
focused_vector,iTE:P1743:n2,conducting properties,iTE:P0718:n3,Seebeck coefficient,5,0.869249165058136
focused_vector,iTE:P1743:n2,conducting properties,iTE:P1246:n2,Conductivity enhancements,6,0.8673708438873291
focused_vector,iTE:P1743:n2,conducting properties,iTE:P1141:n2,electronic conductivity,7,0.8666285276412964
focused_vector,iTE:P1743:n2,conducting properties,iTE:P1625:n1,electronic and ionic conductivity,8,0.8645579218864441
focused_vector,iTE:P1743:n2,conducting properties,iTE:P1670:n2,electrical conductivity,9,0.8636630773544312
focused_vector,iTE:P1743:n2,conducting properties,iTE:P0651:n2,electrical conductivity,10,0.8629176020622253
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P1835:n1,dope M2+,1,0.9779487252235413
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P1940:n2,charge carrier concentration,2,0.8678300976753235
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P1161:n2,concentration of electron holes,3,0.8667609095573425
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P1679:n1,electrons,4,0.8645904064178467
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P1826:n1,low and high oxygen activities,5,0.8633418679237366
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P1435:n1,growing amount of oxygen vacancies,6,0.8630106449127197
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P1747:n1,P(O-2),7,0.8596732020378113
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P0927:n1,decreasing oxygen partial pressure,8,0.8575865626335144
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P1492:n2,charge carrier concentration,9,0.8555089235305786
focused_vector,iTE:P1835:n2,concentration of electrons,iTE:P0507:n1,redox concentration,10,0.8552164435386658
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P1931:n2,ductility,1,0.9574525356292725
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P1699:n1,Poisson ratio,2,0.9122533798217773
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P1699:n2,ionic character,3,0.9011701345443726
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P0535:n1,strong hydrogen-bonding network,4,0.8791884183883667
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P1646:n2,ionic bonding,5,0.8782845139503479
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P0670:n2,hydrogen-bonding networks,6,0.8705236911773682
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P1898:n1,ionic bonding,7,0.8684512376785278
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P0496:n2,partial destruction of hydrogen bonding,8,0.8610197305679321
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P1713:n1,ionic as well as covalent nature of bonding,9,0.8600077629089355
focused_vector,iTE:P1931:n1,ionic bonding,iTE:P0341:n1,hydrogen bonding,10,0.8599454164505005
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0110:n2,sensitivity,1,0.032266458495966696
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0241:n2,higher sensitivity,2,0.03225806451612903
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0007:n1,micropatterned and gradient structure strategy,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0110:n1,Peltier coefficient,4,0.015625
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0032:n3,sensing performance,5,0.015384615384615385
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0209:n1,concentration gradients,6,0.015151515151515152
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0158:n2,crosstalk between pixels,7,0.014925373134328358
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0158:n3,spatial resolution,8,0.014705882352941176
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0158:n1,reduction in hydrogel thickness,9,0.014492753623188406
bm25_plus_vector_rrf,TG:P0007:n2,sensitivity,TG:P0110:n4,resolution,10,0.014285714285714285
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0146:n3,exchange current density,1,0.032266458495966696
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0043:n4,thermal current,2,0.0304147465437788
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0011:n1,incorporating a cationic pair into a cationic electroactive network (CN),3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0186:n4,output current density,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0025:n4,short-circuit current density,5,0.015873015873015872
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0045:n3,ion concentration,6,0.015625
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0322:n2,increase in current density,7,0.015625
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0045:n4,thermoelectric performance,8,0.015384615384615385
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0194:n3,sustainable short-circuit-current density,9,0.015384615384615385
bm25_plus_vector_rrf,TG:P0011:n3,current density,TG:P0043:n1,KCl,10,0.015151515151515152
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0013:n3,environmental stability,1,0.01639344262295082
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0083:n3,performance,2,0.01639344262295082
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0013:n1,"hydrogen bonds among phytic acid, glycerol, and water",3,0.016129032258064516
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0141:n2,performance,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0159:n3,performance,5,0.015873015873015872
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0208:n2,power output,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0045:n4,thermoelectric performance,7,0.015625
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0265:n2,performance,8,0.015625
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0041:n3,electrical power,9,0.015384615384615385
bm25_plus_vector_rrf,TG:P0013:n2,electrical performance,TG:P0055:n3,power output,10,0.015384615384615385
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0255:n1,thermosensitive crystallization process,1,0.02919863597612958
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0015:n2,thermoelectric effect,2,0.01639344262295082
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0059:n2,crystallization,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0015:n4,thermopower,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0075:n3,operates properly under stretching,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0015:n3,tensile strength,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0167:n2,crystallization induced by Gdm(+) with [Fe(CN)(6)](4-),7,0.015873015873015872
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0006:n1,thermosensitive-crystallization,8,0.015625
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0190:n2,ultra-stretchability,9,0.015625
bm25_plus_vector_rrf,TG:P0015:n1,stretching-induced crystallization,TG:P0027:n2,ioninduced crystallization,10,0.015384615384615385
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0209:n1,concentration gradients,1,0.030886196246139225
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0283:n2,concentration gradient of redox ion pairs,2,0.030776515151515152
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0021:n1,double-layer thermogalvanic cell (DTGC) architecture,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0021:n2,spatially segregates redox pairs into two distinct gel layers,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0045:n3,ion concentration,5,0.016129032258064516
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0035:n3,redox species concentration gradients near the electrodes,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0172:n4,concentration gradient,7,0.015873015873015872
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0118:n1,Temperature gradients,8,0.015625
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0161:n3,ion transport and concentration equilibrium,9,0.015384615384615385
bm25_plus_vector_rrf,TG:P0021:n3,ion concentration gradients,TG:P0172:n5,redox ion transport,10,0.015384615384615385
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0229:n4,short circuit current,1,0.031754032258064516
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0025:n1,low FA concentrations,2,0.01639344262295082
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0194:n3,sustainable short-circuit-current density,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0025:n3,reaction kinetics,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0025:n2,desolvation of redox ions,5,0.015873015873015872
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0316:n2,short-circuit current,6,0.015873015873015872
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0011:n3,current density,7,0.015625
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0025:n6,activation energy of the redox reaction,8,0.015384615384615385
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0146:n3,exchange current density,9,0.015384615384615385
bm25_plus_vector_rrf,TG:P0025:n4,short-circuit current density,TG:P0186:n4,output current density,10,0.015151515151515152
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0039:n2,[Fe(CN)(6)](4-) ion crystallization,1,0.03036576949620428
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0167:n2,crystallization induced by Gdm(+) with [Fe(CN)(6)](4-),2,0.029910714285714284
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0031:n3,crystallization of [Fe(CN)6]4-,3,0.028991596638655463
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0027:n1,guanidium chloride (GdmCl) salts,4,0.01639344262295082
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0059:n2,crystallization,5,0.01639344262295082
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0006:n1,thermosensitive-crystallization,6,0.016129032258064516
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0027:n3,Seebeck coefficient,7,0.016129032258064516
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0193:n3,ice crystallization,8,0.015873015873015872
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0015:n1,stretching-induced crystallization,9,0.015625
bm25_plus_vector_rrf,TG:P0027:n2,ioninduced crystallization,TG:P0039:n1,guanidine ion,10,0.015384615384615385
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0030:n1,18-crown-6,1,0.01639344262295082
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0069:n4,thermovoltage signals,2,0.01639344262295082
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0030:n3,thermodiffusion of the cation,3,0.016129032258064516
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0030:n2,cationic selective complexing agent,4,0.015873015873015872
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0043:n2,thermodiffusion,5,0.015625
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0043:n1,KCl,6,0.015384615384615385
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0043:n3,[Fe(CN)6]3-/[Fe(CN)6]4-,7,0.015151515151515152
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0018:n3,solvation structure,8,0.014925373134328358
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0219:n4,thermocapacitance,9,0.014705882352941176
bm25_plus_vector_rrf,TG:P0030:n4,thermovoltage,TG:P0043:n4,thermal current,10,0.014492753623188406
bm25_plus_vector_rrf,TG:P0045:n3,ion concentration,TG:P0161:n3,ion transport and concentration equilibrium,1,0.031754032258064516
bm25_plus_vector_rrf,TG:P0045:n3,ion concentration,TG:P0021:n3,ion concentration gradients,2,0.01639344262295082
bm25_plus_vector_rrf,TG:P0045:n3,ion concentration,TG:P0045:n4,thermoelectric performance,3,0.01639344262295082
bm25_plus_vector_rrf,TG:P0045:n3,ion concentration,TG:P0045:n2,confined ion transportation in micro/nano channels,4,0.016129032258064516
bm25_plus_vector_rrf,TG:P0045:n3,ion concentration,TG:P0045:n1,salting out effect,5,0.015873015873015872
bm25_plus_vector_rrf,TG:P0045:n3,ion concentration,TG:P0283:n2,concentration gradient of redox ion pairs,6,0.015873015873015872
