active_mention_ids,aliases,claim_count,concept_id,decision_group,definition,domain,label,mention_ids,normalization_reason,normalization_status,paper_ids,roles,source_document_count
"[""iTE:P0808:n20""]","[""Tunable plasmonic behavior""]",1,iTE:C736af4e533fb38,,,iTE,Tunable plasmonic behavior,"[""iTE:P0808:n20""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0808""]","[""performance_function""]",1
"[""iTE:P0653:rep""]","[""Dominant electrosteric repulsion""]",2,iTE:C736d3aaac9e4dc,,,iTE,Dominant electrosteric repulsion,"[""iTE:P0653:rep""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0653""]","[""interaction""]",1
"[""iTE:P1082:products""]","[""ZnSb and Zn decomposition products""]",1,iTE:C736e7ee5102fff,,,iTE,ZnSb and Zn decomposition products,"[""iTE:P1082:products""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1082""]","[""material_entity""]",1
"[""iTE:P1875:s""]","[""Increasing sulfur composition""]",2,iTE:C73735954aff4cb,,,iTE,Increasing sulfur composition,"[""iTE:P1875:s""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1875""]","[""condition""]",1
"[""iTE:P1840:complete_v1_cr002_subject""]","[""Mixed ionic and electronic conduction of Y-doped SrTiO3""]",1,iTE:C7376c0699960a3,,,iTE,Mixed ionic and electronic conduction of Y-doped SrTiO3,"[""iTE:P1840:complete_v1_cr002_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1840""]","[""mechanism_process""]",1
"[""iTE:P1930:comp""]","[""Al/Gr composite bonding properties and thermal conductivity""]",1,iTE:C7376e274ac3e43,,,iTE,Al/Gr composite bonding properties and thermal conductivity,"[""iTE:P1930:comp""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1930""]","[""performance_function""]",1
"[""iTE:P0529:complete_v1_cr001_subject""]","[""Limited thermopower""]",1,iTE:C7376fcb5751bdb,,,iTE,Limited thermopower,"[""iTE:P0529:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0529""]","[""quantity""]",1
"[""iTE:P1598:complete_v1_cr003_subject""]","[""Seebeck-coefficient measurements of sputtered amorphous and crystalline NbO2 thin films""]",1,iTE:C737b552815a687,,,iTE,Seebeck-coefficient measurements of sputtered amorphous and crystalline NbO2 thin films,"[""iTE:P1598:complete_v1_cr003_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1598""]","[""mechanism_process""]",1
"[""iTE:P1093:young""]","[""Young's modulus 57.78 N/m""]",2,iTE:C73817ebd29dddb,,,iTE,Young's modulus 57.78 N/m,"[""iTE:P1093:young""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1093""]","[""quantity""]",1
"[""iTE:P0693:n6""]","[""Developed ionic thermoelectric gels""]",3,iTE:C738342633e78ab,,,iTE,Developed ionic thermoelectric gels,"[""iTE:P0693:n6""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0693""]","[""material_entity""]",1
"[""iTE:P0588:complete_v1_cr001_subject""]","[""First-principles calculations and nudged elastic band analysis""]",1,iTE:C73853b201215d7,,,iTE,First-principles calculations and nudged elastic band analysis,"[""iTE:P0588:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0588""]","[""design_strategy""]",1
"[""iTE:P0813:n8""]","[""Ca2.8Tb0.2Co4O9+δ""]",1,iTE:C73872f8d2e968c,,,iTE,Ca2.8Tb0.2Co4O9+δ,"[""iTE:P0813:n8""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0813""]","[""material_entity""]",1
"[""iTE:P1629:j""]","[""Responsiveness to small temperature gradients""]",1,iTE:C7388d7e262f18f,,,iTE,Responsiveness to small temperature gradients,"[""iTE:P1629:j""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1629""]","[""performance_function""]",1
"[""iTE:P0397:n7""]","[""Independent thermal motion of Cu2+ and Cl−""]",1,iTE:C7389dc8dd88396,,,iTE,Independent thermal motion of Cu2+ and Cl−,"[""iTE:P0397:n7""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0397""]","[""mechanism_process""]",1
"[""iTE:P1095:fit""]","[""Birch–Murnaghan fit of total energy versus unit cell volume""]",3,iTE:C738e90bcfc02a8,,,iTE,Birch–Murnaghan fit of total energy versus unit cell volume,"[""iTE:P1095:fit""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1095""]","[""mechanism_process""]",1
"[""iTE:P0506:temp""]","[""Temperature sensitivity""]",1,iTE:C7391458cc9b2f5,g0275,,iTE,Temperature sensitivity,"[""iTE:P0506:temp""]","Temperature sensitivity is asserted alongside thermoelectric performance, but the response variable and sensitivity definition are unspecified; cross-paper equivalence cannot be established.",model_uncertain_retained,"[""P0506""]","[""performance_function""]",1
"[""iTE:P1516:bond""]","[""Mostly ionic versus covalent bonding character""]",1,iTE:C73984de5178c1d,,,iTE,Mostly ionic versus covalent bonding character,"[""iTE:P1516:bond""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1516""]","[""interaction""]",1
"[""iTE:P1586:i""]","[""Weak correlations""]",1,iTE:C73994914c1ce8a,,,iTE,Weak correlations,"[""iTE:P1586:i""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1586""]","[""condition""]",1
"[""iTE:P1180:b""]","[""GELCNT-ILS acrylamide–acrylic acid copolymer gel""]",8,iTE:C739ad181deeeee,,,iTE,GELCNT-ILS acrylamide–acrylic acid copolymer gel,"[""iTE:P1180:b""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1180""]","[""material_entity""]",1
"[""iTE:P0374:d"",""iTE:P1707:na""]","[""Na+ thermodiffusion""]",2,iTE:C739bd98bfe7fe5,g0145,Temperature-gradient-driven diffusion of sodium cations.,iTE,Na+ thermodiffusion,"[""iTE:P0374:d"",""iTE:P1707:na""]",Both explicitly identify the same ion species and transport process; hydrogel composition and voltage outcomes remain claim-specific.,model_merged,"[""P0374"",""P1707""]","[""mechanism_process""]",2
"[""iTE:P1212:complete_v1_cr001_object""]","[""Vapor pressures of 1-alkyl-3-methylimidazolium iodides""]",1,iTE:C739c1b2d95fd02,,,iTE,Vapor pressures of 1-alkyl-3-methylimidazolium iodides,"[""iTE:P1212:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1212""]","[""quantity""]",1
"[""iTE:P1902:complete_v1_cr001_subject""]","[""Clay component of the Mt/GO asymmetric bilayer membrane""]",1,iTE:C739ce339f6f1f3,,,iTE,Clay component of the Mt/GO asymmetric bilayer membrane,"[""iTE:P1902:complete_v1_cr001_subject""]",,new_singleton_no_exact_alias_candidate,"[""P1902""]","[""material_entity""]",1
"[""iTE:P0831:complete_v1_cr004_subject""]","[""Overall low sound velocity""]",1,iTE:C73a39886a2749c,,,iTE,Overall low sound velocity,"[""iTE:P0831:complete_v1_cr004_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0831""]","[""quantity""]",1
"[""iTE:P1764:lp""]","[""Calculated lattice parameters consistent with existing experiments""]",1,iTE:C73a5b8bb79a754,,,iTE,Calculated lattice parameters consistent with existing experiments,"[""iTE:P1764:lp""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1764""]","[""quantity""]",1
"[""iTE:P0800:complete_v1_cr005_subject""]","[""connecting two conductors with different Seebeck coefficients""]",1,iTE:C73a841aa69b482,,,iTE,connecting two conductors with different Seebeck coefficients,"[""iTE:P0800:complete_v1_cr005_subject""]",,new_singleton_no_exact_alias_candidate,"[""P0800""]","[""design_strategy""]",1
"[""iTE:P0940:il""]","[""Ionic-liquid addition to PEDOT:PSS""]",4,iTE:C73a8dfb3134bf1,,,iTE,Ionic-liquid addition to PEDOT:PSS,"[""iTE:P0940:il""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0940""]","[""design_strategy""]",1
"[""iTE:P1685:holes""]","[""Extra hole carriers in diamagnetic low-spin Co3+ matrix""]",2,iTE:C73aa0cb7ef4665,,,iTE,Extra hole carriers in diamagnetic low-spin Co3+ matrix,"[""iTE:P1685:holes""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1685""]","[""state_structure""]",1
"[""iTE:P0928:complete_v1_cr001_object""]","[""Performance of ionic thermoelectric materials for low-grade heat harvesting""]",1,iTE:C73aae1693be9a7,,,iTE,Performance of ionic thermoelectric materials for low-grade heat harvesting,"[""iTE:P0928:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P0928""]","[""performance_function""]",1
"[""iTE:P0625:pos""]","[""Cations with positive or small negative softness parameter""]",3,iTE:C73abb1626754b1,,,iTE,Cations with positive or small negative softness parameter,"[""iTE:P0625:pos""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0625""]","[""material_entity""]",1
"[""iTE:P0939:index""]","[""Higher refractive index""]",1,iTE:C73ac5ea3f9f383,,,iTE,Higher refractive index,"[""iTE:P0939:index""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0939""]","[""quantity""]",1
"[""iTE:P0743:ir""]","[""Macroscopic interface energy-conversion relationship""]",1,iTE:C73ae4750cd4e4a,,,iTE,Macroscopic interface energy-conversion relationship,"[""iTE:P0743:ir""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0743""]","[""descriptor""]",1
"[""iTE:P1041:complete_v1_cr001_object""]","[""Phonon thermal conductivity of Li(x)CoO2, Na(x)CoO2 and K(x)CoO2""]",1,iTE:C73af4f8e907be5,,,iTE,"Phonon thermal conductivity of Li(x)CoO2, Na(x)CoO2 and K(x)CoO2","[""iTE:P1041:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1041""]","[""quantity""]",1
"[""iTE:P0341:heal"",""iTE:P0346:p2"",""iTE:P0408:heal"",""iTE:P0450:sh"",""iTE:P0465:heal"",""iTE:P0506:heal"",""iTE:P0685:n16"",""iTE:P0920:p6"",""iTE:P1169:heal"",""iTE:P1181:g""]","[""Self-healing"",""self-healing""]",15,iTE:C73b0be22085fc2,g0110,Capacity of a material or device to recover integrity or function after damage.,iTE,Self-healing,"[""iTE:P0341:heal"",""iTE:P0346:p2"",""iTE:P0408:heal"",""iTE:P0450:sh"",""iTE:P0465:heal"",""iTE:P0506:heal"",""iTE:P0685:n16"",""iTE:P0920:p6"",""iTE:P1169:heal"",""iTE:P1181:g""]","All endpoints denote the recovery capability. Water assistance, noncovalent interactions, structural support, encapsulation, and material compositions describe individual implementations rather than equivalent healing mechanisms.",model_merged,"[""P0341"",""P0346"",""P0408"",""P0450"",""P0465"",""P0506"",""P0685"",""P0920"",""P1169"",""P1181""]","[""performance_function""]",10
"[""iTE:P1567:ndradius""]","[""Nd ionic radius""]",1,iTE:C73b134270f9ebc,,,iTE,Nd ionic radius,"[""iTE:P1567:ndradius""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1567""]","[""quantity""]",1
"[""iTE:P0770:complete_v1_r007_object""]","[""Constraints on relative current density u""]",1,iTE:C73b79aa4970795,,,iTE,Constraints on relative current density u,"[""iTE:P0770:complete_v1_r007_object""]",,new_singleton_no_exact_alias_candidate,"[""P0770""]","[""condition""]",1
"[""iTE:P1515:complete_v1_cr002_object""]","[""Ceria molar fraction""]",1,iTE:C73b7d3747d1270,,,iTE,Ceria molar fraction,"[""iTE:P1515:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P1515""]","[""condition""]",1
"[""iTE:P1850:melt""]","[""Large melting temperature""]",1,iTE:C73b8cedb02eeed,,,iTE,Large melting temperature,"[""iTE:P1850:melt""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1850""]","[""quantity""]",1
"[""iTE:P0409:complete_v1_cr003_object"",""iTE:P1245:hydro"",""iTE:P1545:complete_v1_cr006_object""]","[""Hydrophilicity""]",4,iTE:C73b9190f83d45a,,,iTE,Hydrophilicity,"[""iTE:P1245:hydro"",""iTE:P0409:complete_v1_cr003_object"",""iTE:P1545:complete_v1_cr006_object""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0409"",""P1245"",""P1545""]","[""descriptor""]",3
"[""iTE:P1480:complete_v1_cr001_object""]","[""Gibbs free energy, entropy, thermal expansion, volume, and Debye temperature of cubic K2IrX6 (X = Cl, Br, I)""]",1,iTE:C73bce5f0815e94,,,iTE,"Gibbs free energy, entropy, thermal expansion, volume, and Debye temperature of cubic K2IrX6 (X = Cl, Br, I)","[""iTE:P1480:complete_v1_cr001_object""]",,new_singleton_no_exact_alias_candidate,"[""P1480""]","[""quantity""]",1
"[""iTE:P0513:pv"",""iTE:P0939:complete_v1_cr002_object"",""iTE:P1087:pv"",""iTE:P1294:pv"",""iTE:P1304:pv"",""iTE:P1724:pv"",""iTE:P1741:pv"",""iTE:P1821:pv"",""iTE:P1891:q""]","[""Photovoltaic applications""]",10,iTE:C73bf85a08df51a,g0282,Applications converting incident light into electrical energy through photovoltaic operation.,iTE,Photovoltaic applications,"[""iTE:P0513:pv"",""iTE:P1087:pv"",""iTE:P1294:pv"",""iTE:P1304:pv"",""iTE:P1724:pv"",""iTE:P1741:pv"",""iTE:P1821:pv"",""iTE:P1891:q"",""iTE:P0939:complete_v1_cr002_object""]",All explicitly identify the same application category; material-specific optical properties and proposed suitability remain attached to their claims.,model_merged,"[""P0513"",""P0939"",""P1087"",""P1294"",""P1304"",""P1724"",""P1741"",""P1821"",""P1891""]","[""application""]",9
"[""iTE:P1197:n11""]","[""Charge reservoirs""]",1,iTE:C73c043f037ac2b,,,iTE,Charge reservoirs,"[""iTE:P1197:n11""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1197""]","[""performance_function""]",1
"[""iTE:P0448:p""]","[""Pave/ΔT² of 1.72 mW m-2 K-2""]",2,iTE:C73c312e156b433,,,iTE,Pave/ΔT² of 1.72 mW m-2 K-2,"[""iTE:P0448:p""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0448""]","[""performance_function""]",1
"[""iTE:P0934:ec""]","[""Electrochromic mechanism""]",1,iTE:C73c8da7b07184b,,,iTE,Electrochromic mechanism,"[""iTE:P0934:ec""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0934""]","[""mechanism_process""]",1
"[""iTE:P0362:coord""]","[""Distinct cation coordination abilities with PEO ether oxygen atoms""]",2,iTE:C73d4ba2934ad48,,,iTE,Distinct cation coordination abilities with PEO ether oxygen atoms,"[""iTE:P0362:coord""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0362""]","[""interaction""]",1
"[""iTE:P1269:in""]","[""In doping of ZnO""]",1,iTE:C73d7438ee94e2b,,,iTE,In doping of ZnO,"[""iTE:P1269:in""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1269""]","[""design_strategy""]",1
"[""iTE:P1014:stoich""]","[""Precise stoichiometry control""]",2,iTE:C73d8b4f26886ce,,,iTE,Precise stoichiometry control,"[""iTE:P1014:stoich""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1014""]","[""performance_function""]",1
"[""iTE:P0495:complete_v1_cr002_object""]","[""External circuit""]",1,iTE:C73d8eced9b1ac2,,,iTE,External circuit,"[""iTE:P0495:complete_v1_cr002_object""]",,new_singleton_no_exact_alias_candidate,"[""P0495""]","[""state_structure""]",1
"[""iTE:P1452:gi""]","[""Band gap 1.68 eV""]",1,iTE:C73db026af7d5c4,,,iTE,Band gap 1.68 eV,"[""iTE:P1452:gi""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1452""]","[""quantity""]",1
"[""iTE:P1719:int""]","[""Differential polymer-network interactions with infused ions""]",1,iTE:C73dcbfea47bbb9,,,iTE,Differential polymer-network interactions with infused ions,"[""iTE:P1719:int""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1719""]","[""interaction""]",1
"[""iTE:P1119:dir""]","[""[001] direction""]",1,iTE:C73de383956d0ec,,,iTE,[001] direction,"[""iTE:P1119:dir""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1119""]","[""descriptor""]",1
"[""iTE:P0799:q1""]","[""volumetric capacity for reversible lithium storage""]",1,iTE:C73df99d2c534fa,,,iTE,volumetric capacity for reversible lithium storage,"[""iTE:P0799:q1""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0799""]","[""performance_function""]",1
"[""iTE:P1062:scatter""]","[""Phonon scattering from Ti/Zr mass and size differences""]",1,iTE:C73dfa314a0d064,,,iTE,Phonon scattering from Ti/Zr mass and size differences,"[""iTE:P1062:scatter""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1062""]","[""interaction""]",1
"[""iTE:P0349:p2"",""iTE:P1780:freeze""]","[""Anti-freezing ability""]",3,iTE:C73e25bdc60ada2,g0116,Capacity of a material or cell system to resist freezing under cold conditions.,iTE,Anti-freezing ability,"[""iTE:P0349:p2"",""iTE:P1780:freeze""]",Both explicitly denote resistance to freezing; neither defines a different mechanism-specific subtype or quantitative threshold.,model_merged,"[""P0349"",""P1780""]","[""performance_function""]",2
"[""iTE:P0899:n2""]","[""Fe-doped ZnO""]",1,iTE:C73eac6526dbed2,,,iTE,Fe-doped ZnO,"[""iTE:P0899:n2""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P0899""]","[""material_entity""]",1
"[""iTE:P1297:lifetimes""]","[""Grüneisen-derived phonon lifetimes""]",1,iTE:C73ee0c5b5b07ce,,,iTE,Grüneisen-derived phonon lifetimes,"[""iTE:P1297:lifetimes""]",No same-name or explicit-definition candidate in this pass.,singleton_not_semantically_reviewed,"[""P1297""]","[""quantity""]",1
