mention_id,key,paper_id,domain,raw_label,raw_role,concept_id,canonical_label,normalization_status,decision_group
iTE:P1310:t,m16750,P1310,iTE,Dielectric nature,descriptor,iTE:C123f7b03ac9d45,Dielectric nature,singleton_not_semantically_reviewed,
iTE:P1310:z,m16751,P1310,iTE,Stable phonon dispersion,state_structure,iTE:C548cce3874fc57,Stable phonon dispersion,singleton_not_semantically_reviewed,
iTE:P1311:a,m16752,P1311,iTE,"Polycrystalline Bi0.5-gamma La gamma Sr0.5MnO3, 0 ≤ gamma ≤ 0.4",material_entity,iTE:C7902e50e0640c1,"Polycrystalline Bi0.5-gamma La gamma Sr0.5MnO3, 0 ≤ gamma ≤ 0.4",singleton_not_semantically_reviewed,
iTE:P1311:b,m16753,P1311,iTE,La doping,design_strategy,iTE:C202444a4bb7121,La doping,singleton_not_semantically_reviewed,
iTE:P1311:c,m16754,P1311,iTE,Mn valence state,state_structure,iTE:C6ae2049c438406,Mn valence state,singleton_not_semantically_reviewed,
iTE:P1311:e,m16755,P1311,iTE,Isolation of Bi lone-pair effect on charge ordering,performance_function,iTE:Cb6b8fdf60ceefe,Isolation of Bi lone-pair effect on charge ordering,singleton_not_semantically_reviewed,
iTE:P1311:f,m16756,P1311,iTE,Resistivity hysteresis,descriptor,iTE:C319d74600a87bf,Resistivity hysteresis,singleton_not_semantically_reviewed,
iTE:P1311:g,m16757,P1311,iTE,Thermoelectric-power hysteresis,descriptor,iTE:C0cc15d430459e8,Thermoelectric-power hysteresis,singleton_not_semantically_reviewed,
iTE:P1311:h,m16758,P1311,iTE,Onset of hysteresis,descriptor,iTE:C3970610a0bc6b9,Onset of hysteresis,singleton_not_semantically_reviewed,
iTE:P1311:i,m16759,P1311,iTE,Charge-ordering temperature T-CO,quantity,iTE:C4dfab4eb36421f,Charge-ordering temperature T-CO,singleton_not_semantically_reviewed,
iTE:P1311:j,m16760,P1311,iTE,Bi3+ lone pairs,state_structure,iTE:C09ed92991b3645,Bi3+ lone pairs,singleton_not_semantically_reviewed,
iTE:P1311:k,m16761,P1311,iTE,Anomalously high T-CO in Bi1-xSrxMnO3,quantity,iTE:C529b4ccf6cec1f,Anomalously high T-CO in Bi1-xSrxMnO3,singleton_not_semantically_reviewed,
iTE:P1312:a,m16762,P1312,iTE,"CsNdATe3 (A=Cd, Zn)",material_entity,iTE:C74005d2e58720c,"CsNdATe3 (A=Cd, Zn)",singleton_not_semantically_reviewed,
iTE:P1312:b,m16763,P1312,iTE,Small-gap semiconducting electronic structure,state_structure,iTE:Cb1c52424021cc0,Small-gap semiconducting electronic structure,singleton_not_semantically_reviewed,
iTE:P1312:c,m16764,P1312,iTE,Valence band,state_structure,iTE:C42fbc80095e9b0,Valence band,model_merged,g0736
iTE:P1312:d,m16765,P1312,iTE,Te-p states,state_structure,iTE:Cb6a91ee3ddab0d,Te-p states,singleton_not_semantically_reviewed,
iTE:P1312:e,m16766,P1312,iTE,Conduction region,state_structure,iTE:Cbebaf7f546b4a6,Conduction region,singleton_not_semantically_reviewed,
iTE:P1312:f,m16767,P1312,iTE,Nd/Cd (Zn) contributions,state_structure,iTE:C9e0f170e9b6049,Nd/Cd (Zn) contributions,singleton_not_semantically_reviewed,
iTE:P1312:g,m16768,P1312,iTE,Expected density of states,quantity,iTE:C0400835d67cd65,Expected density of states,singleton_not_semantically_reviewed,
iTE:P1312:h,m16769,P1312,iTE,Stable electronic topology,state_structure,iTE:C1320ff1dcc6255,Stable electronic topology,singleton_not_semantically_reviewed,
iTE:P1312:i,m16770,P1312,iTE,Mid-gap states,state_structure,iTE:Cabb7a9f4cbfd9e,Mid-gap states,singleton_not_semantically_reviewed,
iTE:P1312:l,m16771,P1312,iTE,Mechanical stability,performance_function,iTE:Ce7845b5dd1b686,Mechanical stability,model_merged,g0274
iTE:P1312:m,m16772,P1312,iTE,Pugh ratio >1.75,quantity,iTE:Cb7d59b8f76e142,Pugh ratio >1.75,singleton_not_semantically_reviewed,
iTE:P1312:n,m16773,P1312,iTE,Positive Cauchy pressure,quantity,iTE:C2b669454ffb053,Positive Cauchy pressure,singleton_not_semantically_reviewed,
iTE:P1312:o,m16774,P1312,iTE,Poisson ratio approximately 0.27,quantity,iTE:Ca12d2619bc3a79,Poisson ratio approximately 0.27,singleton_not_semantically_reviewed,
iTE:P1312:p,m16775,P1312,iTE,Mixed ionic-covalent bonding,interaction,iTE:Cb4c735972736d0,Mixed ionic-covalent bonding,model_merged,g0464
iTE:P1312:q,m16776,P1312,iTE,High mechanical flexibility,performance_function,iTE:C63ba17eaea8ff3,High mechanical flexibility,singleton_not_semantically_reviewed,
iTE:P1312:r,m16777,P1312,iTE,High visible-UV absorption,performance_function,iTE:C95bbe7d266b48a,High visible-UV absorption,singleton_not_semantically_reviewed,
iTE:P1312:s,m16778,P1312,iTE,Dielectric responsiveness,performance_function,iTE:C72e9c2e2f805aa,Dielectric responsiveness,singleton_not_semantically_reviewed,
iTE:P1312:t,m16779,P1312,iTE,Refractive index,quantity,iTE:C82cb53d7985430,Refractive index,model_merged,g0577
iTE:P1312:u,m16780,P1312,iTE,Optoelectronic and photovoltaic functions,application,iTE:C2db921d5d15474,Optoelectronic and photovoltaic functions,singleton_not_semantically_reviewed,
iTE:P1312:v,m16781,P1312,iTE,High Seebeck coefficients,quantity,iTE:Ce58236c8a051c2,High Seebeck coefficients,model_merged,g0567
iTE:P1312:w,m16782,P1312,iTE,Intermediate electrical conductivity,quantity,iTE:Ca83f306edcdbc4,Intermediate electrical conductivity,singleton_not_semantically_reviewed,
iTE:P1312:x,m16783,P1312,iTE,Good phonon scattering,mechanism_process,iTE:Cb6d98e119d436f,Good phonon scattering,singleton_not_semantically_reviewed,
iTE:P1312:y,m16784,P1312,iTE,Enhanced thermoelectric performance,performance_function,iTE:C62c2fcb8303e39,Enhanced thermoelectric performance,model_uncertain_retained,g0187
iTE:P1313:a,m16785,P1313,iTE,"Fully filled RFe4Sb12, R=Ca, Sr, Ba, La, Ce, Pr, Nd, Eu, Yb",material_entity,iTE:C4884b85f77bede,"Fully filled RFe4Sb12, R=Ca, Sr, Ba, La, Ce, Pr, Nd, Eu, Yb",singleton_not_semantically_reviewed,
iTE:P1313:b,m16786,P1313,iTE,Increasing filler ionic radius,condition,iTE:C591cff76520b02,Increasing filler ionic radius,singleton_not_semantically_reviewed,
iTE:P1313:c,m16787,P1313,iTE,Lattice constants,quantity,iTE:C51899fa8601aae,Lattice constants,model_merged,g0789
iTE:P1313:d,m16788,P1313,iTE,Filler valence charge state,descriptor,iTE:C3167540bf94405,Filler valence charge state,singleton_not_semantically_reviewed,
iTE:P1313:e,m16789,P1313,iTE,Lattice expansion,quantity,iTE:Cd8a6b0832148d5,Lattice expansion,model_merged,g0720
iTE:P1313:f,m16790,P1313,iTE,"Divalent-filled RFe4Sb12, R=Ca, Sr, Ba, Eu, Yb",material_entity,iTE:Cc92043371814ea,"Divalent-filled RFe4Sb12, R=Ca, Sr, Ba, Eu, Yb",singleton_not_semantically_reviewed,
iTE:P1313:g,m16791,P1313,iTE,Higher hole concentration,quantity,iTE:C168cdee15ab5d5,Higher hole concentration,singleton_not_semantically_reviewed,
iTE:P1313:h,m16792,P1313,iTE,Relatively high electrical conductivity,quantity,iTE:Cf278d541aa8b30,Relatively high electrical conductivity,model_merged,g0252
iTE:P1313:i,m16793,P1313,iTE,Relatively low Seebeck coefficient,quantity,iTE:Ce88847026b0ae4,Relatively low Seebeck coefficient,singleton_not_semantically_reviewed,
iTE:P1313:j,m16794,P1313,iTE,Similar filler valence charge states,condition,iTE:Ca4153f420364b3,Similar filler valence charge states,singleton_not_semantically_reviewed,
iTE:P1313:k,m16795,P1313,iTE,Comparable electrical conductivity and temperature dependence,descriptor,iTE:Cba81214b3cc208,Comparable electrical conductivity and temperature dependence,singleton_not_semantically_reviewed,
iTE:P1313:l,m16796,P1313,iTE,Comparable Seebeck coefficient and temperature dependence,descriptor,iTE:Cdafc1bd368cac5,Comparable Seebeck coefficient and temperature dependence,singleton_not_semantically_reviewed,
iTE:P1313:m,m16797,P1313,iTE,Comparable power factors,quantity,iTE:C088112c87d532d,Comparable power factors,singleton_not_semantically_reviewed,
iTE:P1313:n,m16798,P1313,iTE,Low lattice thermal conductivity,quantity,iTE:Cfb3957a0e521fa,Low lattice thermal conductivity,model_merged,g0357
iTE:P1313:o,m16799,P1313,iTE,Lattice thermal resistivity W-L,quantity,iTE:Cbad9184a5274eb,Lattice thermal resistivity W-L,singleton_not_semantically_reviewed,
iTE:P1313:p,m16800,P1313,iTE,(r(cage)-r(ion))^3,quantity,iTE:C820a797963a097,(r(cage)-r(ion))^3,singleton_not_semantically_reviewed,
iTE:P1313:q,m16801,P1313,iTE,"CeFe4Sb12, PrFe4Sb12, NdFe4Sb12",material_entity,iTE:C88ace48f4c5efc,"CeFe4Sb12, PrFe4Sb12, NdFe4Sb12",singleton_not_semantically_reviewed,
iTE:P1313:r,m16802,P1313,iTE,Highest ZT approximately 0.87,quantity,iTE:C8bd314a9979f3e,Highest ZT approximately 0.87,singleton_not_semantically_reviewed,
iTE:P1314:a,m16803,P1314,iTE,"M substitution for Zn in (Zn0.98M0.02)4Sb3, M=Al, Ga, In",design_strategy,iTE:C240b16c8b55826,"M substitution for Zn in (Zn0.98M0.02)4Sb3, M=Al, Ga, In",singleton_not_semantically_reviewed,
iTE:P1314:b,m16804,P1314,iTE,Electrical resistivity,quantity,iTE:Cbb11fd8727a176,Electrical resistivity,model_merged,g0386
iTE:P1314:c,m16805,P1314,iTE,Thermopower,quantity,iTE:Cc03bb602e3785a,Thermopower (electronic),model_merged,g0220
iTE:P1314:d,m16806,P1314,iTE,Thermal conductivity,quantity,iTE:C5babf48f449b49,Thermal conductivity,model_merged,g0233
iTE:P1314:e,m16807,P1314,iTE,M3+ substitution for Zn2+,design_strategy,iTE:C54903f1fe05f6a,M3+ substitution for Zn2+,singleton_not_semantically_reviewed,
iTE:P1314:f,m16808,P1314,iTE,Donor levels,state_structure,iTE:C98aa2f34a4f94c,Donor levels,singleton_not_semantically_reviewed,
iTE:P1314:g,m16809,P1314,iTE,Increased electron contribution,mechanism_process,iTE:C2ccb2c719a3191,Increased electron contribution,singleton_not_semantically_reviewed,
iTE:P1314:h,m16810,P1314,iTE,Dopant change Al to Ga to In,condition,iTE:C9f90d9fc558639,Dopant change Al to Ga to In,singleton_not_semantically_reviewed,
iTE:P1314:i,m16811,P1314,iTE,Increasing dopant ionic radius,condition,iTE:C5987108d451c7c,Increasing dopant ionic radius,model_merged,g0790
iTE:P1314:j,m16812,P1314,iTE,Carrier mobility,quantity,iTE:Caf88f2e491f14a,Carrier mobility,model_merged,g0312
iTE:P1314:k,m16813,P1314,iTE,Greater dopant atomic weight,descriptor,iTE:C43f2bfe2d4fe58,Greater dopant atomic weight,singleton_not_semantically_reviewed,
iTE:P1314:l,m16814,P1314,iTE,Phonon scattering,mechanism_process,iTE:C448ee83bfe96d6,Phonon scattering,model_merged,g0446
iTE:P1314:m,m16815,P1314,iTE,Ga or In doping,design_strategy,iTE:Cf752249eebaeb7,Ga or In doping,singleton_not_semantically_reviewed,
iTE:P1314:n,m16816,P1314,iTE,Resistivity-temperature anomalies,descriptor,iTE:Cbfa37e94887655,Resistivity-temperature anomalies,singleton_not_semantically_reviewed,
iTE:P1314:o,m16817,P1314,iTE,Thermopower-temperature anomalies,descriptor,iTE:C34dd90fd2c9a50,Thermopower-temperature anomalies,singleton_not_semantically_reviewed,
iTE:P1314:p,m16818,P1314,iTE,Beta to alpha/alpha-prime phase transition,mechanism_process,iTE:Ccfb62d47fb107b,Beta to alpha/alpha-prime phase transition,singleton_not_semantically_reviewed,
iTE:P1314:q,m16819,P1314,iTE,Beta-(Zn0.98Al0.02)4Sb3,material_entity,iTE:Cc6e17db62954ea,Beta-(Zn0.98Al0.02)4Sb3,singleton_not_semantically_reviewed,
iTE:P1314:r,m16820,P1314,iTE,Higher thermoelectric figure of merit,quantity,iTE:C032139433a4d34,Higher thermoelectric figure of merit,singleton_not_semantically_reviewed,
iTE:P1314:s,m16821,P1314,iTE,Large resistivity reduction under Al doping,quantity,iTE:C83d0b422bf8859,Large resistivity reduction under Al doping,singleton_not_semantically_reviewed,
iTE:P1315:a,m16822,P1315,iTE,Synergistic assembly of synthesized TEG and PEDOT:PSS with ionic liquid,design_strategy,iTE:C9684f8661ed62b,Synergistic assembly of synthesized TEG and PEDOT:PSS with ionic liquid,singleton_not_semantically_reviewed,
iTE:P1315:b,m16823,P1315,iTE,Flexible flame-retardant nanocoating,material_entity,iTE:C99cb10395747dd,Flexible flame-retardant nanocoating,singleton_not_semantically_reviewed,
iTE:P1315:c,m16824,P1315,iTE,Layered heterostructure,state_structure,iTE:Caf9e9cfc49c0b3,Layered heterostructure,singleton_not_semantically_reviewed,
iTE:P1315:d,m16825,P1315,iTE,Ion-electron interaction,interaction,iTE:C15465fe561c551,Ion-electron interaction,singleton_not_semantically_reviewed,
iTE:P1315:g,m16826,P1315,iTE,"Precise, sensitive, stable temperature sensing",performance_function,iTE:Cbdb53f4fddaba2,"Precise, sensitive, stable temperature sensing",singleton_not_semantically_reviewed,
iTE:P1315:h,m16827,P1315,iTE,Efficient flame retardancy,performance_function,iTE:C3098f6054a2ebf,Efficient flame retardancy,singleton_not_semantically_reviewed,
iTE:P1315:i,m16828,P1315,iTE,Maximum output voltage Umax,quantity,iTE:C28e6897bf2dc65,Maximum output voltage Umax,singleton_not_semantically_reviewed,
iTE:P1315:j,m16829,P1315,iTE,Heat-treatment temperature T,condition,iTE:C298073b41f35e8,Heat-treatment temperature T,singleton_not_semantically_reviewed,
iTE:P1315:k,m16830,P1315,iTE,Accurate prefire heating monitoring,application,iTE:C09cef57c1e8da6,Accurate prefire heating monitoring,singleton_not_semantically_reviewed,
iTE:P1315:l,m16831,P1315,iTE,Nanocoating connected to wireless signal transmission module,design_strategy,iTE:C7af77555949838,Nanocoating connected to wireless signal transmission module,singleton_not_semantically_reviewed,
iTE:P1315:m,m16832,P1315,iTE,Remote real-time temperature monitoring and early fire warning,application,iTE:C78b572fe4e4cf5,Remote real-time temperature monitoring and early fire warning,singleton_not_semantically_reviewed,
iTE:P1315:n,m16833,P1315,iTE,Fire warning within 2.1 s,performance_function,iTE:C232194501c769a,Fire warning within 2.1 s,singleton_not_semantically_reviewed,
iTE:P1315:o,m16834,P1315,iTE,UL-94 V-0 flame retardancy,performance_function,iTE:C601e39f009d532,UL-94 V-0 flame retardancy,singleton_not_semantically_reviewed,
iTE:P1315:p,m16835,P1315,iTE,Improved fire safety of flexible electronic materials,application,iTE:Ca1fd29b7c965f9,Improved fire safety of flexible electronic materials,singleton_not_semantically_reviewed,
iTE:P1316:a,m16836,P1316,iTE,Interfacial modification of ion diffusion channels,design_strategy,iTE:C07e592b8f97bb7,Interfacial modification of ion diffusion channels,singleton_not_semantically_reviewed,
iTE:P1316:b,m16837,P1316,iTE,Ion relaxation,mechanism_process,iTE:Ca6aad92a11bce6,Ion relaxation,singleton_not_semantically_reviewed,
iTE:P1316:c,m16838,P1316,iTE,Interfacial molecules repelling ion species,material_entity,iTE:Cea7c121aa80ca8,Interfacial molecules repelling ion species,singleton_not_semantically_reviewed,
iTE:P1316:d,m16839,P1316,iTE,Repulsive molecule-ion interactions,interaction,iTE:Cd54d222904cc82,Repulsive molecule-ion interactions,singleton_not_semantically_reviewed,
iTE:P1316:e,m16840,P1316,iTE,Bulk ion-pair Coulombic interactions,interaction,iTE:C2680853576d40c,Bulk ion-pair Coulombic interactions,singleton_not_semantically_reviewed,
iTE:P1316:f,m16841,P1316,iTE,Ion diffusion in large-size clusters,mechanism_process,iTE:C535a51057bc88a,Ion diffusion in large-size clusters,singleton_not_semantically_reviewed,
iTE:P1316:g,m16842,P1316,iTE,Ion relaxation time,quantity,iTE:Cfce1abd2959ba2,Ion relaxation time,singleton_not_semantically_reviewed,
iTE:P1316:i,m16843,P1316,iTE,Paper-based porous materials,material_entity,iTE:C00fa23226a03dd,Paper-based porous materials,singleton_not_semantically_reviewed,
iTE:P1316:j,m16844,P1316,iTE,Neuromorphic integrated temperature-perception and memory system,application,iTE:C76f899ef5b09f3,Neuromorphic integrated temperature-perception and memory system,singleton_not_semantically_reviewed,
iTE:P1316:k,m16845,P1316,iTE,Long-range induced interactions of interfacial molecules,interaction,iTE:Ca7ec012023b8f4,Long-range induced interactions of interfacial molecules,singleton_not_semantically_reviewed,
iTE:P1316:l,m16846,P1316,iTE,Temperature-memory time scale,quantity,iTE:C4c2c0b1b438734,Temperature-memory time scale,singleton_not_semantically_reviewed,
iTE:P1316:m,m16847,P1316,iTE,Short- and long-term temperature memory for artificial tactile neural systems,application,iTE:C447dab6b7b86b7,Short- and long-term temperature memory for artificial tactile neural systems,singleton_not_semantically_reviewed,
iTE:P1317:a,m16848,P1317,iTE,Local atomic arrangement in Ag8GeS6 argyrodite,state_structure,iTE:Cfd635ca610c988,Local atomic arrangement in Ag8GeS6 argyrodite,singleton_not_semantically_reviewed,
iTE:P1317:b,m16849,P1317,iTE,Superionic phase transition,condition,iTE:C264c32cb669584,Superionic phase transition,singleton_not_semantically_reviewed,
iTE:P1317:c,m16850,P1317,iTE,Local atomic arrangement in other Ag-based argyrodites,state_structure,iTE:Cb340fa97492b12,Local atomic arrangement in other Ag-based argyrodites,singleton_not_semantically_reviewed,
iTE:P1317:d,m16851,P1317,iTE,Local structural distortion,state_structure,iTE:Ce9f7c76c2cb0e9,Local structural distortion,singleton_not_semantically_reviewed,
iTE:P1317:g,m16852,P1317,iTE,Exotic thermal transport behavior,mechanism_process,iTE:Cb9b628863c8593,Exotic thermal transport behavior,singleton_not_semantically_reviewed,
iTE:P1317:h,m16853,P1317,iTE,Exotic ion transport behavior,mechanism_process,iTE:C16866a851ef828,Exotic ion transport behavior,singleton_not_semantically_reviewed,
iTE:P1317:i,m16854,P1317,iTE,Local structural motifs in Ag-based argyrodites,state_structure,iTE:C516ca9438e103c,Local structural motifs in Ag-based argyrodites,singleton_not_semantically_reviewed,
iTE:P1317:j,m16855,P1317,iTE,Macroscopic functionalities,performance_function,iTE:C41c66e7eb21fe7,Macroscopic functionalities,singleton_not_semantically_reviewed,
iTE:P1318:cnt,m16856,P1318,iTE,MWCNT,material_entity,iTE:Ce5555cac7e4649,MWCNT,singleton_not_semantically_reviewed,
iTE:P1318:current,m16857,P1318,iTE,Maximum short-circuit current of 168.46 μA,performance_function,iTE:C797bb87d700d99,Maximum short-circuit current of 168.46 μA,singleton_not_semantically_reviewed,
iTE:P1318:fe,m16858,P1318,iTE,Amorphous FeCl3 particles,material_entity,iTE:Cc1d3f28eebb706,Amorphous FeCl3 particles,singleton_not_semantically_reviewed,
iTE:P1318:g,m16859,P1318,iTE,Hydrothermal chemical generator,material_entity,iTE:Cef11269d05d6ee,Hydrothermal chemical generator,singleton_not_semantically_reviewed,
iTE:P1318:gate,m16860,P1318,iTE,Ferric chloride or water gate,design_strategy,iTE:Cbd5d4b71fc3cf9,Ferric chloride or water gate,singleton_not_semantically_reviewed,
iTE:P1318:gradient,m16861,P1318,iTE,"Combined cation concentration, humidity and temperature differences between sample sides",condition,iTE:C2956af86110376,"Combined cation concentration, humidity and temperature differences between sample sides",singleton_not_semantically_reviewed,
iTE:P1318:heat,m16862,P1318,iTE,Electricity generation using low-grade heat,application,iTE:Cc339f4fbf9d43b,Electricity generation using low-grade heat,singleton_not_semantically_reviewed,
iTE:P1318:ions,m16863,P1318,iTE,Special ion behaviors in the gated generator,mechanism_process,iTE:Cf727e6910a0f4d,Special ion behaviors in the gated generator,singleton_not_semantically_reviewed,
