concept_id,canonical_concept,concept_type,concept_subtype,parent_domain,graph_role,document_frequency,iTE_document_frequency,TG_document_frequency,first_year,last_year,max_confidence,prediction_eligible,evidence_only
CC1A7D56B91,Li5La3Nb2O12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2014,2014,0.9,False,True
C95989F244E,Li5La3Ta2O12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2014,2014,0.9,False,True
C5FF9F9185C,Li6PS5Cl,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CBFC4C05F30,Li7MnN4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2015,2015,0.9,False,True
C822194E392,LiBeH3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CFD7FDEBB50,LiBi3S5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C3EB5BDC356,LiCa2Ta3H10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CBA55EF0BA3,LiCa2Ta3O10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CC36BACA58A,LiClO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
CC949124823,LiFe1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C44004C5567,LiFe5Sb11,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CFF05098E2B,LiFeO2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C03E994CF2E,LiMTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C90BFEE17AB,LiMgH3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C8CF1EF39F6,LiMn2O4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2023,2023,0.9,False,True
C7FBEFF20DB,LiMn5Sb11,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CF45189E6A5,LiMnO2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2006,2006,0.9,False,True
C1D1EBF0090,LiNi0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2026,2026,0.9,False,True
CCF34ED361A,LiPF6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C892643C376,LiTFSI4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C9E98B72992,LnBaFeCoO5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2013,2013,0.9,False,True
C7D4E855764,Lu2CoCrO6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C90F16FC59B,M2NdCuCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CC1BAAF5FEE,M2X3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CFE7BFD462E,MABX3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C643C6C9A09,MASnI3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C8AD6B3113B,MCoSb3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
CA19E6F093D,MCuPnQ3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C5783CA5281,MOF-801,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C1488CAE9F4,Mg2Ge,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CB65A4332CC,Mg2Si0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C44B8007358,Mg2SiO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2011,2011,0.9,False,True
C02E56F8B69,Mg2Sn0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
C6E8BD257D2,Mg3Bi2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C0E271EE40D,Mg3SbBi,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C6689B24769,Mg7Si4Y,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
C89AF44088D,MgAu2F8,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CBCFF017669,MgCu3MSe4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C937B5C1A37,MgEu2S4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C242AF9C7C4,MgEu2Se4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CF5AB77F55F,MgLu2Se4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C404A58BE4E,MgO(001),material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C3E66889435,MgPTe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C63298AEA88,MgSc2S4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C09C7252ABA,MgSc2Se4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C967DD8007A,MgSc2Te4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CBC05FE903D,MgTFSI2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C8110BB62F7,MgY2Se4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C12AB0A1055,MgY2Te4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C1E1F72A37D,Mn2CoGe,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C5003863D0C,Mn2CoSb,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C332639E0A4,Mn2O3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C1B1E379368,MnPd2Se2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C792C375304,MnY2Z,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2018,2018,0.9,False,True
CBCDA7C7382,Mo2C,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CC9ACD05074,MoO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
C88F3221123,MxCo4A6B6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
CDC64643A66,MxCoO2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2010,2010,0.9,False,True
C279C383082,NC10N,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CEBDAD9BB1E,NC4N,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CD738BC5CB3,NH4CoF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CFF1713451B,NH4FeF3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C12C835EC9A,NTf2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2016,2016,0.9,False,True
CC27FCAA063,Na2MoO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C5ADADB185D,Na2PdCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CE22826F1F4,Na2S,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C6AE4BB6D7B,Na2SO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C7EE9DF4136,Na2SO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
C3B9BEAAD3A,Na2TlSbBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CBEB4F1E2A2,Na2TlSbCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C24D9278A05,Na2YCuBr6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C07D41C3EC6,Na2YCuCl6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C202DB633BC,Na2ZrO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2012,2012,0.9,False,True
C640EE25D20,Na3PS4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C182FF6C466,Na3SCl,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C07F3EA1664,Na3VO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2004,2004,0.9,False,True
C3034871F0E,Na4MnO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CC0E4AB811F,NaCa2Ta3H10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CB88985A822,NaCa2Ta3O10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C65ED617935,NaClO4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,1,2026,2026,0.9,False,True
C99A8EFC75D,NaCu5S3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C7476A84190,NaFeO2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C7D5A67BF03,NaGeH3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CFACF32E93E,NaLiZnS2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
CA05F708018,NaMgCl3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CA48816B5CF,NaSbTe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2019,2019,0.9,False,True
CCF3E562646,Nb2CSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C69D25B2847,Nb2O6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2017,2017,0.9,False,True
C791AA10E34,Nb2XSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C7BA1F8B549,Nb3SiTe6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C36BED12165,NbSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
CD38DBF4F2F,NbSe2Br2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2026,2026,0.9,False,True
C4CB189EFDD,Nd4Ga2Se7O2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C1F7BAD230B,NdFe4As12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CF0BD165BED,NdFe4Sb12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2020,2020,0.9,False,True
C910A8488D3,NdOs4As12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C2AA52C7051,NdRu4As12,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C2285784CFB,Ni2Sn0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C98B32BA22A,NiCo(CO3)(OH)2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C36F25F3B5C,NiMnO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
CA5102FB947,NiSe2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
C4F1E27549C,NiV14,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,1,2021,2021,0.9,False,True
C573ED3C812,P2S5,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CF2BECF0348,PEG-400,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2014,2014,0.9,False,True
C15A3C9AA66,PEG1000,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,0,1,2019,2019,0.9,False,True
C61B11BC7C1,PEG200DMA,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CE72046E870,PEM proton-coupled thermoelectrochemical converter,transport_mechanism,transport mechanism,transport mechanisms,rare_core_evidence,1,0,1,2023,2023,0.97,False,True
C06AEB0783B,PF6-,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C398B5D18EB,PFG3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2025,2025,0.9,False,True
CB1FBEDD8BE,PM2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CA5B43B504F,PQ-10,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2023,2023,0.9,False,True
C203B56483D,PSFC-0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C444F2BE4E5,Pb10O(OH)6(CO3)6,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
CBA1243FA15,Pb2Te2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2005,2005,0.9,False,True
CC66B3FDE5A,Pb3O4-50,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2011,2011,0.9,False,True
C3DF37184FD,PbBiO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C26FBA27ABC,PbF2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C356580977C,PbI2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CAF50028F8A,PbSbO3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2022,2022,0.9,False,True
C104F3EC646,PbSn0,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
CFC3544742C,PdCl4,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2016,2016,0.9,False,True
C7083D872E2,PdCuBiSe3,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2021,2021,0.9,False,True
CBC7C840714,Pr4Ga2Se7O2,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2024,2024,0.9,False,True
C103603B13E,PrCo1,material_entity,chemical formula,materials and chemical species,rare_core_evidence,1,1,0,2011,2011,0.9,False,True
