variant,source,source_label,target,target_label,rank,cosine,same_paper
focused_clause,iTE:P1093:n2,half-metal,iTE:P0983:n2,half-metallicity character,4,0.8147038221359253,False
focused_clause,iTE:P1093:n2,half-metal,iTE:P1020:n2,n- to p-type,5,0.8099952936172485,False
focused_clause,iTE:P1093:n2,half-metal,iTE:P1757:n1,p-type semiconductors,6,0.8041126728057861,False
focused_clause,iTE:P1093:n2,half-metal,iTE:P1940:n1,Fe substitution,7,0.8028306365013123,False
focused_clause,iTE:P1093:n2,half-metal,iTE:P1578:n1,electronic transfer from the rare-earth metal towards antimony,8,0.8026520609855652,False
focused_clause,iTE:P1093:n2,half-metal,iTE:P0551:n1,lighter alkali-metal element as a guest atom,9,0.8023285865783691,False
focused_clause,iTE:P1093:n2,half-metal,iTE:P0999:n2,inversion of the sign of predominant charge carriers,10,0.8009767532348633,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P1132:n2,grain growth,1,0.9691005945205688,True
focused_clause,iTE:P1132:n1,Cr doping,iTE:P1004:n1,Cr doping,2,0.9065414667129517,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P1164:n2,electrical resistivity,3,0.8590244054794312,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P1606:n1,Se defects,4,0.8485584259033203,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P0752:n4,electrical resistance,5,0.8475198745727539,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P1466:n1,Ge doping,6,0.8445602059364319,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P1164:n1,dopant K grain boundary segregation,7,0.8424279093742371,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P0486:n2,Sm-doping,8,0.8418007493019104,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P1164:n3,Seebeck coefficient,9,0.8404223918914795,False
focused_clause,iTE:P1132:n1,Cr doping,iTE:P1606:n2,changes from Anderson insulator to metal,10,0.8396768569946289,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P1679:n1,electrons,1,0.9028486013412476,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P1313:n1,hole concentration,2,0.890990674495697,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P1517:n2,Seebeck coefficient,3,0.8895075917243958,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P1849:n1,reduction in hole carrier concentration,4,0.8850634694099426,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P1161:n1,thermal reduction,5,0.8812586069107056,True
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P1182:n2,decrease in the Seebeck coefficient,6,0.8774417042732239,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P1657:n2,density of holes,7,0.8741242289543152,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P0932:n5,Seebeck coefficient,8,0.8738473057746887,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P1517:n3,electrical and thermal conductivities,9,0.8736357092857361,False
focused_clause,iTE:P1161:n2,concentration of electron holes,iTE:P0932:n4,reduction of charge carriers,10,0.872114896774292,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1388:n1,dissolution of protons,1,0.9790928363800049,True
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1755:n2,hole concentration,2,0.8620101809501648,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1869:n2,formation of electronic holes,3,0.8550123572349548,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1483:n2,"holes, one free and the other trapped",4,0.847532331943512,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1869:n1,uptake of oxygen at vacant sites,5,0.8399664759635925,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1080:n2,hole density,6,0.8340818881988525,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1161:n2,concentration of electron holes,7,0.8331366181373596,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1161:n1,thermal reduction,8,0.8303253650665283,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P1483:n1,oxygen interstitials,9,0.8256760239601135,False
focused_clause,iTE:P1388:n2,concentration of holes,iTE:P0514:n3,content of OH- ions in pore solution,10,0.8252522349357605,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P1509:n1,d-d hybridization,1,0.954602062702179,True
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P0649:n2,Band gap,2,0.8628362417221069,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P1129:n1,doped materials,3,0.8546322584152222,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P1504:n1,cross-gap hybridization,4,0.8539112210273743,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P1018:n2,half-metallic character,5,0.8534859418869019,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P1006:n2,half-metallic character,6,0.8406170010566711,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P1651:n2,gap formation,7,0.8388890027999878,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P0649:n1,Sn-concentration,8,0.8386034369468689,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P1757:n2,bandgaps,9,0.837125837802887,False
focused_clause,iTE:P1509:n2,half-metallic gap,iTE:P1873:n2,very small band gap,10,0.8366461992263794,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1535:n1,increased doping content,1,0.9815723299980164,True
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1968:n2,carrier concentration,2,0.8780174255371094,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1000:n1,Changes in the carrier concentration,3,0.8763540387153625,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1716:n1,doping level,4,0.875444769859314,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P0426:n2,carrier concentration,5,0.8752515316009521,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1043:n1,decrease in carrier concentration,6,0.8722238540649414,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1940:n2,charge carrier concentration,7,0.8714867830276489,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1539:n2,decrement in the carrier concentration,8,0.8692266941070557,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1492:n2,charge carrier concentration,9,0.8642792105674744,False
focused_clause,iTE:P1535:n2,increase of the carrier concentration,iTE:P1124:n1,higher carrier concentration,10,0.8622788190841675,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1646:n1,positive values of Cauchy pressure,1,0.9719496965408325,True
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1720:n2,ionic nature,2,0.8843336701393127,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1931:n1,ionic bonding,3,0.8782845139503479,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1808:n2,ionic bonding,4,0.8750434517860413,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1699:n2,ionic character,5,0.87226402759552,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1764:n2,an ionic bond,6,0.8672176599502563,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1898:n1,ionic bonding,7,0.8664557337760925,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1881:n1,strong covalent B-B interactions and partially ionic Al & horbar;B bonds,8,0.8654722571372986,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1684:n2,covalent bonding,9,0.864646315574646,False
focused_clause,iTE:P1646:n2,ionic bonding,iTE:P1799:n2,ionic bond,10,0.8630146980285645,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P1743:n1,Eu3+ insertion,1,0.9797462821006775,True
focused_clause,iTE:P1743:n2,conducting properties,iTE:P0636:n2,Electrical conductivity,2,0.8846653699874878,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P0718:n2,Electrical conductivity,3,0.8846653699874878,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P0636:n3,Seebeck coefficient,4,0.869249165058136,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P0718:n3,Seebeck coefficient,5,0.869249165058136,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P1246:n2,Conductivity enhancements,6,0.8673708438873291,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P1141:n2,electronic conductivity,7,0.8666285276412964,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P1625:n1,electronic and ionic conductivity,8,0.8645579218864441,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P1670:n2,electrical conductivity,9,0.8636630773544312,False
focused_clause,iTE:P1743:n2,conducting properties,iTE:P0651:n2,electrical conductivity,10,0.8629176020622253,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P1835:n1,dope M2+,1,0.9779487252235413,True
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P1940:n2,charge carrier concentration,2,0.8678300976753235,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P1161:n2,concentration of electron holes,3,0.8667609095573425,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P1679:n1,electrons,4,0.8645904064178467,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P1826:n1,low and high oxygen activities,5,0.8633418679237366,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P1435:n1,growing amount of oxygen vacancies,6,0.8630106449127197,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P1747:n1,P(O-2),7,0.8596732020378113,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P0927:n1,decreasing oxygen partial pressure,8,0.8575865626335144,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P1492:n2,charge carrier concentration,9,0.8555089235305786,False
focused_clause,iTE:P1835:n2,concentration of electrons,iTE:P0507:n1,redox concentration,10,0.8552164435386658,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P1931:n2,ductility,1,0.9574525356292725,True
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P1699:n1,Poisson ratio,2,0.9122533798217773,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P1699:n2,ionic character,3,0.9011701345443726,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P0535:n1,strong hydrogen-bonding network,4,0.8791884183883667,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P1646:n2,ionic bonding,5,0.8782845139503479,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P0670:n2,hydrogen-bonding networks,6,0.8705236911773682,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P1898:n1,ionic bonding,7,0.8684512376785278,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P0496:n2,partial destruction of hydrogen bonding,8,0.8610197305679321,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P1713:n1,ionic as well as covalent nature of bonding,9,0.8600077629089355,False
focused_clause,iTE:P1931:n1,ionic bonding,iTE:P0341:n1,hydrogen bonding,10,0.8599454164505005,False
label_only,TG:P0007:n2,sensitivity,TG:P0110:n2,sensitivity,1,0.9999997615814209,False
label_only,TG:P0007:n2,sensitivity,TG:P0241:n2,higher sensitivity,2,0.9380542635917664,False
label_only,TG:P0007:n2,sensitivity,TG:P0019:n5,sensing of pressure,3,0.8059277534484863,False
label_only,TG:P0007:n2,sensitivity,TG:P0190:n3,temperature sensing,4,0.8023442625999451,False
label_only,TG:P0007:n2,sensitivity,TG:P0032:n3,sensing performance,5,0.784835934638977,False
label_only,TG:P0007:n2,sensitivity,TG:P0138:n2,"sensing of skin temperature, arterial pulsation, and sweat secretion",6,0.7816095948219299,False
label_only,TG:P0007:n2,sensitivity,TG:P0088:n3,thermal resistances,7,0.7725999355316162,False
label_only,TG:P0007:n2,sensitivity,TG:P0064:n2,responsivity on strain,8,0.7725260853767395,False
label_only,TG:P0007:n2,sensitivity,TG:P0107:n2,electron transfer resistance,9,0.7693707346916199,False
label_only,TG:P0007:n2,sensitivity,TG:P0019:n2,tight physical and electrical contact,10,0.7647443413734436,False
label_only,TG:P0011:n3,current density,TG:P0186:n4,output current density,1,0.9386863708496094,False
label_only,TG:P0011:n3,current density,TG:P0322:n2,increase in current density,2,0.9375215768814087,False
label_only,TG:P0011:n3,current density,TG:P0146:n3,exchange current density,3,0.9314258694648743,False
label_only,TG:P0011:n3,current density,TG:P0025:n4,short-circuit current density,4,0.9228661060333252,False
label_only,TG:P0011:n3,current density,TG:P0131:n2,passive current densities,5,0.9164832234382629,False
label_only,TG:P0011:n3,current density,TG:P0194:n3,sustainable short-circuit-current density,6,0.8915770649909973,False
label_only,TG:P0011:n3,current density,TG:P0077:n2,power density,7,0.8842649459838867,False
label_only,TG:P0011:n3,current density,TG:P0189:n4,power density,8,0.8842647671699524,False
label_only,TG:P0011:n3,current density,TG:P0307:n2,output powers and current densities,9,0.8771457076072693,False
label_only,TG:P0011:n3,current density,TG:P0011:n4,power density output,10,0.8636906147003174,True
label_only,TG:P0013:n2,electrical performance,TG:P0041:n3,electrical power,1,0.8783673644065857,False
label_only,TG:P0013:n2,electrical performance,TG:P0133:n2,electrical power,2,0.8783673644065857,False
label_only,TG:P0013:n2,electrical performance,TG:P0231:n4,electrical outputs,3,0.8672388195991516,False
label_only,TG:P0013:n2,electrical performance,TG:P0114:n3,electrical energy,4,0.8646358251571655,False
label_only,TG:P0013:n2,electrical performance,TG:P0045:n4,thermoelectric performance,5,0.8612041473388672,False
label_only,TG:P0013:n2,electrical performance,TG:P0070:n2,thermoelectric performance,6,0.8612041473388672,False
label_only,TG:P0013:n2,electrical performance,TG:P0167:n3,thermoelectric performance,7,0.8612041473388672,False
label_only,TG:P0013:n2,electrical performance,TG:P0185:n3,mechanical performance and output power density,8,0.8503575325012207,False
label_only,TG:P0013:n2,electrical performance,TG:P0206:n2,mechanical performance,9,0.8473061323165894,False
label_only,TG:P0013:n2,electrical performance,TG:P0141:n2,performance,10,0.8430641889572144,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0059:n2,crystallization,1,0.8748770952224731,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0255:n1,thermosensitive crystallization process,2,0.8583795428276062,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0006:n1,thermosensitive-crystallization,3,0.8491296768188477,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0027:n2,ioninduced crystallization,4,0.8398579359054565,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0284:n1,Cu-based thermosensitive crystallization,5,0.8229873776435852,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0053:n3,crystallization nucleation rates,6,0.8226287961006165,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0193:n3,ice crystallization,7,0.8225528001785278,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0053:n4,growth and precipitation of the produced thermosensitive crystals,8,0.8193406462669373,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0075:n3,operates properly under stretching,9,0.8125185370445251,False
label_only,TG:P0015:n1,stretching-induced crystallization,TG:P0068:n3,flexible stretchable properties,10,0.8042275905609131,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0045:n3,ion concentration,1,0.9337731599807739,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0209:n1,concentration gradients,2,0.9250620603561401,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0283:n2,concentration gradient of redox ion pairs,3,0.922477662563324,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0018:n2,concentration gradient,4,0.9184229969978333,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0172:n4,concentration gradient,5,0.9184229373931885,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0009:n2,continuous concentration gradient of redox ions,6,0.9102314114570618,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0161:n3,ion transport and concentration equilibrium,7,0.906649649143219,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0071:n3,variable concentrations of ions,8,0.9061567783355713,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0046:n6,ion diffusion,9,0.8913201689720154,False
label_only,TG:P0021:n3,ion concentration gradients,TG:P0053:n2,ion diffusion,10,0.8913199305534363,False
label_only,TG:P0025:n4,short-circuit current density,TG:P0194:n3,sustainable short-circuit-current density,1,0.9516642093658447,False
label_only,TG:P0025:n4,short-circuit current density,TG:P0011:n3,current density,2,0.9228661060333252,False
label_only,TG:P0025:n4,short-circuit current density,TG:P0316:n2,short-circuit current,3,0.9167056679725647,False
label_only,TG:P0025:n4,short-circuit current density,TG:P0229:n4,short circuit current,4,0.9108739495277405,False
label_only,TG:P0025:n4,short-circuit current density,TG:P0186:n4,output current density,5,0.903181254863739,False
label_only,TG:P0025:n4,short-circuit current density,TG:P0131:n2,passive current densities,6,0.8927084803581238,False
label_only,TG:P0025:n4,short-circuit current density,TG:P0322:n2,increase in current density,7,0.879356324672699,False
