sentence_pair_id,paper_id,analysis_layer,source_membership,year,title,doi,sentence_id,evidence_sentence,left_global_concept_id,left_layer_node_id,left_label,left_surface,left_char_start,left_char_end,right_global_concept_id,right_layer_node_id,right_label,right_surface,right_char_start,right_char_end,pair_key,evidence_scope,strict_syntax_relation_supported
SP_816b6e844b68,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,7,"Nevertheless, pressure can optimize the power factor (PF) and estimated thermoelectric figure of merit (ZT) in both alpha-Ag2S and beta-Ag2S, with optimum values of 1.97 x 10(-4) W/mK(2) and 0.122 (3.3GPa, 447 K), and 2.93 x 10(-4) W/mK(2) and 0.18 (2.2GPa, 574 K), respectively.",GC_0c2b23ed9b9f,LN_71144441f077,gpa,GPa,1122,1125,GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,1037,1047,GC_0c2b23ed9b9f::GC_3f410e1df171,same_sentence_cooccurrence_not_causal,False
SP_0d8b9ac224e0,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,7,"Nevertheless, pressure can optimize the power factor (PF) and estimated thermoelectric figure of merit (ZT) in both alpha-Ag2S and beta-Ag2S, with optimum values of 1.97 x 10(-4) W/mK(2) and 0.122 (3.3GPa, 447 K), and 2.93 x 10(-4) W/mK(2) and 0.18 (2.2GPa, 574 K), respectively.",GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,1052,1061,GC_5efc27b241e5,LN_9cadbea56001,power factor,power factor,961,973,GC_47f46e3f1666::GC_5efc27b241e5,same_sentence_cooccurrence_not_causal,False
SP_ae762bf6130c,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,7,"Nevertheless, pressure can optimize the power factor (PF) and estimated thermoelectric figure of merit (ZT) in both alpha-Ag2S and beta-Ag2S, with optimum values of 1.97 x 10(-4) W/mK(2) and 0.122 (3.3GPa, 447 K), and 2.93 x 10(-4) W/mK(2) and 0.18 (2.2GPa, 574 K), respectively.",GC_0c2b23ed9b9f,LN_71144441f077,gpa,GPa,1122,1125,GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,1052,1061,GC_0c2b23ed9b9f::GC_47f46e3f1666,same_sentence_cooccurrence_not_causal,False
SP_cd824a39d675,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,7,"Nevertheless, pressure can optimize the power factor (PF) and estimated thermoelectric figure of merit (ZT) in both alpha-Ag2S and beta-Ag2S, with optimum values of 1.97 x 10(-4) W/mK(2) and 0.122 (3.3GPa, 447 K), and 2.93 x 10(-4) W/mK(2) and 0.18 (2.2GPa, 574 K), respectively.",GC_0c2b23ed9b9f,LN_71144441f077,gpa,GPa,1122,1125,GC_5efc27b241e5,LN_9cadbea56001,power factor,power factor,961,973,GC_0c2b23ed9b9f::GC_5efc27b241e5,same_sentence_cooccurrence_not_causal,False
SP_e12911e6f9e7,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,8,The pressure effect has improved about 4.5 and 3.6 times in PF and ZT of beta-Ag2S comparing with alpha-Ag2S at 0.8 GPa 436 K.,GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,1299,1309,GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,1274,1283,GC_3f410e1df171::GC_47f46e3f1666,same_sentence_cooccurrence_not_causal,False
SP_c81a19b23da5,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,8,The pressure effect has improved about 4.5 and 3.6 times in PF and ZT of beta-Ag2S comparing with alpha-Ag2S at 0.8 GPa 436 K.,GC_0c2b23ed9b9f,LN_71144441f077,gpa,GPa,1317,1320,GC_47f46e3f1666,LN_8ce67bde8c7c,beta ag2s,beta-Ag2S,1274,1283,GC_0c2b23ed9b9f::GC_47f46e3f1666,same_sentence_cooccurrence_not_causal,False
SP_d45c422e1c6c,P0455,iTE,iTE,2023,Optimizing the thermoelectric transport properties of fast ionic conductor β-Ag2S under high pressure and high temperature,10.1063/5.0155614,8,The pressure effect has improved about 4.5 and 3.6 times in PF and ZT of beta-Ag2S comparing with alpha-Ag2S at 0.8 GPa 436 K.,GC_0c2b23ed9b9f,LN_71144441f077,gpa,GPa,1317,1320,GC_3f410e1df171,LN_b22a563554df,alpha ag2s,alpha-Ag2S,1299,1309,GC_0c2b23ed9b9f::GC_3f410e1df171,same_sentence_cooccurrence_not_causal,False
SP_95ada4fb6d40,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,1,"The advancement of wearable electronics, particularly self-powered wearable electronic devices, necessitates the development of efficient energy conversion technologies with flexible mechanical properties.",GC_49990adc781e,LN_9ecdd2aa2353,energy conversion,energy conversion,138,155,GC_7bbd122cb2a2,LN_5861ff0a8fab,flexible mechanical property,flexible mechanical properties,174,204,GC_49990adc781e::GC_7bbd122cb2a2,same_sentence_cooccurrence_not_causal,False
SP_276dfda1ade3,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,1,"The advancement of wearable electronics, particularly self-powered wearable electronic devices, necessitates the development of efficient energy conversion technologies with flexible mechanical properties.",GC_3be2e7216e42,LN_2f2bba685a43,self powered,self-powered,54,66,GC_49990adc781e,LN_9ecdd2aa2353,energy conversion,energy conversion,138,155,GC_3be2e7216e42::GC_49990adc781e,same_sentence_cooccurrence_not_causal,False
SP_2ee6f100ca81,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,1,"The advancement of wearable electronics, particularly self-powered wearable electronic devices, necessitates the development of efficient energy conversion technologies with flexible mechanical properties.",GC_3be2e7216e42,LN_2f2bba685a43,self powered,self-powered,54,66,GC_7bbd122cb2a2,LN_5861ff0a8fab,flexible mechanical property,flexible mechanical properties,174,204,GC_3be2e7216e42::GC_7bbd122cb2a2,same_sentence_cooccurrence_not_causal,False
SP_de18afba1365,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,2,"Recently, ionic thermoelectric (TE) materials have attracted great attention because of their enormous thermopower, which can operate capacitors or supercapacitors by harvesting low-grade heat.",GC_aad46bee2aab,LN_c2faf7093417,enormous thermopower,enormous thermopower,300,320,GC_b809e1941e97,LN_50d09e97a693,operate capacitor,operate capacitors,332,350,GC_aad46bee2aab::GC_b809e1941e97,same_sentence_cooccurrence_not_causal,False
SP_8d4e97ca9c19,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,3,"This study presents self-healable, stretchable, and flexible ionic TE composites comprising an ionic liquid (IL), 1-ethyl-3-methylimidazolium trifluoromethanesulfonate (EMIM:OTf); a polymer matrix, poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP); and a fluoro-surfactant (FS).",GC_b838c71fa76b,LN_ca985943a3af,flexible ionic te composite,flexible ionic TE composites,452,480,GC_de17d78791a4,LN_a1112d5fceb4,self healable,self-healable,420,433,GC_b838c71fa76b::GC_de17d78791a4,same_sentence_cooccurrence_not_causal,False
SP_58a2b5890fb6,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,3,"This study presents self-healable, stretchable, and flexible ionic TE composites comprising an ionic liquid (IL), 1-ethyl-3-methylimidazolium trifluoromethanesulfonate (EMIM:OTf); a polymer matrix, poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP); and a fluoro-surfactant (FS).",GC_33582b0c12d4,LN_52deb232e89c,fluoro surfactant,fluoro-surfactant,665,682,GC_b838c71fa76b,LN_ca985943a3af,flexible ionic te composite,flexible ionic TE composites,452,480,GC_33582b0c12d4::GC_b838c71fa76b,same_sentence_cooccurrence_not_causal,False
SP_8056f4e5a28e,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,3,"This study presents self-healable, stretchable, and flexible ionic TE composites comprising an ionic liquid (IL), 1-ethyl-3-methylimidazolium trifluoromethanesulfonate (EMIM:OTf); a polymer matrix, poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP); and a fluoro-surfactant (FS).",GC_33582b0c12d4,LN_52deb232e89c,fluoro surfactant,fluoro-surfactant,665,682,GC_de17d78791a4,LN_a1112d5fceb4,self healable,self-healable,420,433,GC_33582b0c12d4::GC_de17d78791a4,same_sentence_cooccurrence_not_causal,False
SP_de7e0fcc5f31,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,4,"The self-healability of the IL-based composites originates from dynamic ion-dipole interactions between the IL, the PVDF-HFP, and the FS.",GC_095e18705440,LN_d806137099c2,dynamic ion dipole interaction,dynamic ion-dipole interactions,753,784,GC_36c097cac04a,LN_d4091fecc87a,self healability,self-healability,693,709,GC_095e18705440::GC_36c097cac04a,same_sentence_cooccurrence_not_causal,False
SP_e70845b12e74,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,4,"The self-healability of the IL-based composites originates from dynamic ion-dipole interactions between the IL, the PVDF-HFP, and the FS.",GC_095e18705440,LN_d806137099c2,dynamic ion dipole interaction,dynamic ion-dipole interactions,753,784,GC_138cbde0a55a,LN_47a02c661a50,ion dipole,ion-dipole,761,771,GC_095e18705440::GC_138cbde0a55a,same_sentence_cooccurrence_not_causal,False
SP_05c7fc3ef5af,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,4,"The self-healability of the IL-based composites originates from dynamic ion-dipole interactions between the IL, the PVDF-HFP, and the FS.",GC_138cbde0a55a,LN_47a02c661a50,ion dipole,ion-dipole,761,771,GC_36c097cac04a,LN_d4091fecc87a,self healability,self-healability,693,709,GC_138cbde0a55a::GC_36c097cac04a,same_sentence_cooccurrence_not_causal,False
SP_83b9a20a2524,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,5,"The composites demonstrate excellent ionic TE properties with an ionic Seebeck coefficient (S-i) of approximate to 38.3 mV K-1 and an ionic figure of merit of ZT(i) = 2.34 at 90% relative humidity, which are higher than the values reported for other IL-based TE materials.",GC_91362701b02e,LN_baf2da49e172,excellent ionic te property,excellent ionic TE properties,854,883,GC_c44c08236fb4,LN_e3e09bb3cf41,ionic seebeck coefficient,ionic Seebeck coefficient,892,917,GC_91362701b02e::GC_c44c08236fb4,same_sentence_cooccurrence_not_causal,False
SP_291f800d8a2b,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,6,"The IL-based ionic TE composites developed in this study can maintain excellent ionic TE properties under harsh conditions, including severe strain (75%) and multiple cutting-healing cycles.",GC_91362701b02e,LN_baf2da49e172,excellent ionic te property,excellent ionic TE properties,1170,1199,GC_ec1ce4a449c7,LN_49356ce46fcd,ionic te composite,ionic TE composites,1113,1132,GC_91362701b02e::GC_ec1ce4a449c7,same_sentence_cooccurrence_not_causal,False
SP_0e4ba71e0dd9,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,6,"The IL-based ionic TE composites developed in this study can maintain excellent ionic TE properties under harsh conditions, including severe strain (75%) and multiple cutting-healing cycles.",GC_137e1abab11a,LN_d7be1f3cf9c3,cutting healing,cutting-healing,1267,1282,GC_ec1ce4a449c7,LN_49356ce46fcd,ionic te composite,ionic TE composites,1113,1132,GC_137e1abab11a::GC_ec1ce4a449c7,same_sentence_cooccurrence_not_causal,False
SP_f89b889f0997,P0457,iTE,iTE,2022,Self-Healable and Stretchable Ionic-Liquid-Based Thermoelectric Composites with High Ionic Seebeck Coefficient,10.1002/smll.202106937,6,"The IL-based ionic TE composites developed in this study can maintain excellent ionic TE properties under harsh conditions, including severe strain (75%) and multiple cutting-healing cycles.",GC_137e1abab11a,LN_d7be1f3cf9c3,cutting healing,cutting-healing,1267,1282,GC_91362701b02e,LN_baf2da49e172,excellent ionic te property,excellent ionic TE properties,1170,1199,GC_137e1abab11a::GC_91362701b02e,same_sentence_cooccurrence_not_causal,False
SP_29d56bf9b43f,P0458,iTE,iTE,2022,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,10.1021/acs.jpclett.2c02645,3,"The thermoelectric properties of ionic conductors depend on the ionic thermopower, ionic conductivity, and thermal conductivity.",GC_82f863b160b5,LN_df07834fe835,thermoelectric property,thermoelectric properties,328,353,GC_bc536166f47d,LN_9721c108e06f,ionic conductivity,ionic conductivity,407,425,GC_82f863b160b5::GC_bc536166f47d,same_sentence_cooccurrence_not_causal,False
SP_501aa9e40ef9,P0458,iTE,iTE,2022,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,10.1021/acs.jpclett.2c02645,3,"The thermoelectric properties of ionic conductors depend on the ionic thermopower, ionic conductivity, and thermal conductivity.",GC_bc536166f47d,LN_9721c108e06f,ionic conductivity,ionic conductivity,407,425,GC_f0253d479934,LN_46f1903152e3,ionic thermopower,ionic thermopower,388,405,GC_bc536166f47d::GC_f0253d479934,same_sentence_cooccurrence_not_causal,False
SP_813840f8b474,P0458,iTE,iTE,2022,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,10.1021/acs.jpclett.2c02645,3,"The thermoelectric properties of ionic conductors depend on the ionic thermopower, ionic conductivity, and thermal conductivity.",GC_bc536166f47d,LN_9721c108e06f,ionic conductivity,ionic conductivity,407,425,GC_cf542d621742,LN_a933a2c0640a,thermal conductivity,thermal conductivity,431,451,GC_bc536166f47d::GC_cf542d621742,same_sentence_cooccurrence_not_causal,False
SP_35132e575f02,P0458,iTE,iTE,2022,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,10.1021/acs.jpclett.2c02645,3,"The thermoelectric properties of ionic conductors depend on the ionic thermopower, ionic conductivity, and thermal conductivity.",GC_82f863b160b5,LN_df07834fe835,thermoelectric property,thermoelectric properties,328,353,GC_f0253d479934,LN_46f1903152e3,ionic thermopower,ionic thermopower,388,405,GC_82f863b160b5::GC_f0253d479934,same_sentence_cooccurrence_not_causal,False
SP_20cbb2d18608,P0458,iTE,iTE,2022,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,10.1021/acs.jpclett.2c02645,3,"The thermoelectric properties of ionic conductors depend on the ionic thermopower, ionic conductivity, and thermal conductivity.",GC_82f863b160b5,LN_df07834fe835,thermoelectric property,thermoelectric properties,328,353,GC_cf542d621742,LN_a933a2c0640a,thermal conductivity,thermal conductivity,431,451,GC_82f863b160b5::GC_cf542d621742,same_sentence_cooccurrence_not_causal,False
SP_3022a201d83e,P0458,iTE,iTE,2022,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,10.1021/acs.jpclett.2c02645,3,"The thermoelectric properties of ionic conductors depend on the ionic thermopower, ionic conductivity, and thermal conductivity.",GC_cf542d621742,LN_a933a2c0640a,thermal conductivity,thermal conductivity,431,451,GC_f0253d479934,LN_46f1903152e3,ionic thermopower,ionic thermopower,388,405,GC_cf542d621742::GC_f0253d479934,same_sentence_cooccurrence_not_causal,False
SP_5a48d4967742,P0458,iTE,iTE,2022,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,10.1021/acs.jpclett.2c02645,4,"Compared with other ionic conductors, like liquid electrolytes and hydrogels, ionogels made of an ionic liquid and a gelator can have the advantages of high thermopower and high stability.",GC_4a92e5f4fe38,LN_6b8cc44fec86,hydrogel,hydrogels,520,529,GC_b301746301fb,LN_06c37e2b8e34,like liquid electrolyte,like liquid electrolytes,491,515,GC_4a92e5f4fe38::GC_b301746301fb,same_sentence_cooccurrence_not_causal,False
SP_f978ea2fe62d,P0458,iTE,iTE,2022,Soret Effect of Ionic Liquid Gels for Thermoelectric Conversion,10.1021/acs.jpclett.2c02645,4,"Compared with other ionic conductors, like liquid electrolytes and hydrogels, ionogels made of an ionic liquid and a gelator can have the advantages of high thermopower and high stability.",GC_118af0040619,LN_216afe04d2ac,thermopower,thermopower,610,621,GC_b301746301fb,LN_06c37e2b8e34,like liquid electrolyte,like liquid electrolytes,491,515,GC_118af0040619::GC_b301746301fb,same_sentence_cooccurrence_not_causal,False
