mention_id,domain,paper_id,raw_phrase,status
iTE:P1357:n2,iTE,P1357,ionic conductivity and thermal diffusivity,not_yet_annotated
iTE:P1358:n1,iTE,P1358,Mg2Si,not_yet_annotated
iTE:P1358:n2,iTE,P1358,highly ionic,not_yet_annotated
iTE:P1359:n1,iTE,P1359,increase of V4+-V5+ or V3+-V4+ ion pairs,not_yet_annotated
iTE:P1359:n2,iTE,P1359,dc conductivity,not_yet_annotated
iTE:P1360:n1,iTE,P1360,more negative potentials,not_yet_annotated
iTE:P1360:n2,iTE,P1360,simultaneous codeposition of binary or ternary compounds,not_yet_annotated
iTE:P1361:n1,iTE,P1361,Zr1.012Ti0.988O4,not_yet_annotated
iTE:P1361:n2,iTE,P1361,ionic conductivity,not_yet_annotated
iTE:P1362:n1,iTE,P1362,ionic radius of the rare-earth element,not_yet_annotated
iTE:P1362:n2,iTE,P1362,Seebeck coefficient,not_yet_annotated
iTE:P1363:n1,iTE,P1363,elongated and soft Cu-Q and Pn-Q bonds,not_yet_annotated
iTE:P1363:n2,iTE,P1363,lattice heat transport,not_yet_annotated
iTE:P1364:n1,iTE,P1364,Nb/Ta-d states,not_yet_annotated
iTE:P1364:n2,iTE,P1364,density of states around Fermi level,not_yet_annotated
iTE:P1365:n1,iTE,P1365,mobile neutral-ionic (dielectric-ferroelectric) domain boundaries with topological charges,not_yet_annotated
iTE:P1365:n2,iTE,P1365,anomalously large electrical conduction,not_yet_annotated
iTE:P1366:n1,iTE,P1366,external temperature,not_yet_annotated
iTE:P1366:n2,iTE,P1366,lattice thermal conductivities,not_yet_annotated
iTE:P1367:n1,iTE,P1367,structural rearrangements near the interface,not_yet_annotated
iTE:P1367:n2,iTE,P1367,strength of the Co-Sb bonds,not_yet_annotated
iTE:P1368:n1,iTE,P1368,PV effect,not_yet_annotated
iTE:P1368:n2,iTE,P1368,increase in the output voltage,not_yet_annotated
iTE:P1369:n1,iTE,P1369,Dy doping,not_yet_annotated
iTE:P1369:n2,iTE,P1369,power factor,not_yet_annotated
iTE:P1370:n1,iTE,P1370,multiscale scattering and softening mechanisms,not_yet_annotated
iTE:P1370:n2,iTE,P1370,lattice thermal conductivity,not_yet_annotated
iTE:P1371:n1,iTE,P1371,partly filled,not_yet_annotated
iTE:P1371:n2,iTE,P1371,rattling actions of filling atoms to the scattering of phonons,not_yet_annotated
iTE:P1372:n1,iTE,P1372,TE and triboelectric mechanisms,not_yet_annotated
iTE:P1372:n2,iTE,P1372,simultaneous temperature and pressure detection,not_yet_annotated
iTE:P1374:n1,iTE,P1374,Decreasing crystallite size,not_yet_annotated
iTE:P1374:n2,iTE,P1374,magnetization,not_yet_annotated
iTE:P1375:n1,iTE,P1375,multilayer electrode structure,not_yet_annotated
iTE:P1375:n2,iTE,P1375,ions' diffusion distance,not_yet_annotated
iTE:P1376:n1,iTE,P1376,Cu3Sn <010>perpendicular to Cu (100) interface,not_yet_annotated
iTE:P1376:n2,iTE,P1376,electrical conductivity and thermal conductivity,not_yet_annotated
iTE:P1377:n1,iTE,P1377,incorporation of larger anions,not_yet_annotated
iTE:P1377:n2,iTE,P1377,transition temperature,not_yet_annotated
iTE:P1378:n1,iTE,P1378,oxygen defects in the glass structure,not_yet_annotated
iTE:P1378:n2,iTE,P1378,both types of charge carriers are transported,not_yet_annotated
iTE:P1379:n1,iTE,P1379,ionic solution infiltrating into a three-dimensional graphene (3DG) membrane,not_yet_annotated
iTE:P1379:n2,iTE,P1379,generate electricity,not_yet_annotated
iTE:P1380:n1,iTE,P1380,voltage-controlled ion distribution,not_yet_annotated
iTE:P1380:n2,iTE,P1380,phonon scattering rate,not_yet_annotated
iTE:P1381:n1,iTE,P1381,permselective polyanion in the electrode,not_yet_annotated
iTE:P1381:n2,iTE,P1381,cation concentration differences at the electrode/electrolyte interface,not_yet_annotated
iTE:P1381:n3,iTE,P1381,interfacial potential drop,not_yet_annotated
iTE:P1382:n1,iTE,P1382,intercluster hopping,not_yet_annotated
iTE:P1382:n2,iTE,P1382,long-range Cu diffusion,not_yet_annotated
iTE:P1383:n1,iTE,P1383,Ba and Au atoms,not_yet_annotated
iTE:P1383:n2,iTE,P1383,direct interaction,not_yet_annotated
iTE:P1384:n1,iTE,P1384,rattling motion of the filler atoms,not_yet_annotated
iTE:P1384:n2,iTE,P1384,reduction in thermal conductivity,not_yet_annotated
iTE:P1385:n1,iTE,P1385,ionic radius of rare-earth elements,not_yet_annotated
iTE:P1385:n2,iTE,P1385,T-P,not_yet_annotated
iTE:P1386:n1,iTE,P1386,Ga atom is replaced by an In atom,not_yet_annotated
iTE:P1386:n2,iTE,P1386,volume,not_yet_annotated
iTE:P1388:n1,iTE,P1388,dissolution of protons,not_yet_annotated
iTE:P1388:n2,iTE,P1388,concentration of holes,not_yet_annotated
iTE:P1389:n1,iTE,P1389,acoustic phonons,not_yet_annotated
iTE:P1389:n2,iTE,P1389,heat flow,not_yet_annotated
iTE:P1390:n1,iTE,P1390,anion-tethered PIL,not_yet_annotated
iTE:P1390:n2,iTE,P1390,more even distribution of carriers between ordered and less ordered domains,not_yet_annotated
iTE:P1391:n1,iTE,P1391,filtration of low-energy carriers at the CuO potential barriers,not_yet_annotated
iTE:P1391:n2,iTE,P1391,Seebeck coefficient,not_yet_annotated
iTE:P1393:n1,iTE,P1393,van der Waals interactions to ionic and polar-covalent ones,not_yet_annotated
iTE:P1393:n2,iTE,P1393,good TE performance,not_yet_annotated
iTE:P1394:n1,iTE,P1394,scattering a wider range of phonon spectrum,not_yet_annotated
iTE:P1394:n2,iTE,P1394,reduction of thermal conductivity,not_yet_annotated
iTE:P1395:n1,iTE,P1395,minimizing the ionic gradient,not_yet_annotated
iTE:P1395:n2,iTE,P1395,highly (110)-oriented grains,not_yet_annotated
iTE:P1396:n1,iTE,P1396,octahedral sites,not_yet_annotated
iTE:P1396:n2,iTE,P1396,hopping of Cu+ ions between tetrahedral sites,not_yet_annotated
iTE:P1397:n1,iTE,P1397,asymmetric architecture,not_yet_annotated
iTE:P1397:n2,iTE,P1397,moisture-wicking and liquid transport against gravity,not_yet_annotated
iTE:P1398:n1,iTE,P1398,partial double filling with Ce and Nd,not_yet_annotated
iTE:P1398:n2,iTE,P1398,lattice thermal conductivity,not_yet_annotated
iTE:P1400:n1,iTE,P1400,ionic radius of Na+ is much larger,not_yet_annotated
iTE:P1400:n2,iTE,P1400,limited tendency toward forming solid solutions,not_yet_annotated
iTE:P1401:n1,iTE,P1401,calcium stoichiometry of the crystal surface,not_yet_annotated
iTE:P1401:n2,iTE,P1401,surface reconstruction,not_yet_annotated
iTE:P1403:n1,iTE,P1403,additive engineering,not_yet_annotated
iTE:P1403:n2,iTE,P1403,electronic and ionic contribution,not_yet_annotated
iTE:P1404:n1,iTE,P1404,immobilized anionic sites,not_yet_annotated
iTE:P1404:n2,iTE,P1404,ion-mobility asymmetry,not_yet_annotated
iTE:P1404:n3,iTE,P1404,hydrogen-bonding and ion-dipole interactions,not_yet_annotated
iTE:P1404:n4,iTE,P1404,polymer network,not_yet_annotated
iTE:P1406:n1,iTE,P1406,dual-ions complexation with crystallization-induced molecular assembly,not_yet_annotated
iTE:P1406:n2,iTE,P1406,high mechanical strength,not_yet_annotated
iTE:P1407:n1,iTE,P1407,diffusion-induced accommodation of local deformations,not_yet_annotated
iTE:P1407:n2,iTE,P1407,accumulated structural heterogeneity,not_yet_annotated
iTE:P1408:n1,iTE,P1408,interaction between the polymer network and ES,not_yet_annotated
iTE:P1408:n2,iTE,P1408,crystallization,not_yet_annotated
iTE:P1409:n1,iTE,P1409,Differences in single-ion Soret and self-diffusion coefficients of anions and cations,not_yet_annotated
iTE:P1409:n2,iTE,P1409,thermoelectric field,not_yet_annotated
iTE:P1410:n1,iTE,P1410,glassy carbon electrode,not_yet_annotated
iTE:P1410:n2,iTE,P1410,electrodeposition of Sb and Te elements and SbTe compound,not_yet_annotated
iTE:P1411:n1,iTE,P1411,electron localization,not_yet_annotated
iTE:P1411:n2,iTE,P1411,number of free electrons,not_yet_annotated
iTE:P1412:n1,iTE,P1412,volume expansion by 5.5%,not_yet_annotated
iTE:P1412:n2,iTE,P1412,S,not_yet_annotated
iTE:P1413:n1,iTE,P1413,progressive freezing of ionic and interfacial polarization,not_yet_annotated
iTE:P1413:n2,iTE,P1413,capacitance and permittivity,not_yet_annotated
iTE:P1414:n1,iTE,P1414,distortion of CoO(6) octahedron,not_yet_annotated
iTE:P1414:n2,iTE,P1414,mobility of e(g) electrons,not_yet_annotated
iTE:P1415:n1,iTE,P1415,space charge regions,not_yet_annotated
iTE:P1415:n2,iTE,P1415,Li+ transport,not_yet_annotated
iTE:P1416:n1,iTE,P1416,excess oxygen in the Hg-O-delta charge reservoir,not_yet_annotated
iTE:P1416:n2,iTE,P1416,two holes,not_yet_annotated
iTE:P1417:n1,iTE,P1417,interlayer polarization,not_yet_annotated
iTE:P1417:n2,iTE,P1417,phonon propagation,not_yet_annotated
iTE:P1418:n1,iTE,P1418,electronic thermal conductivity,not_yet_annotated
iTE:P1418:n2,iTE,P1418,total thermal conductivity,not_yet_annotated
iTE:P1419:n1,iTE,P1419,Phonon scattering by elastic strain field due to ionic radii mismatch,not_yet_annotated
iTE:P1419:n2,iTE,P1419,reducing kappa(L),not_yet_annotated
iTE:P1420:n1,iTE,P1420,bipolar conduction,not_yet_annotated
iTE:P1420:n2,iTE,P1420,compensated Seebeck coefficient,not_yet_annotated
iTE:P1421:n1,iTE,P1421,in-plane rotational phonon mode,not_yet_annotated
iTE:P1421:n2,iTE,P1421,anharmonicity,not_yet_annotated
iTE:P1423:n1,iTE,P1423,Doping with divalent ions at A-site,not_yet_annotated
iTE:P1423:n2,iTE,P1423,ratio of Mn3+/Mn4+,not_yet_annotated
iTE:P1424:n1,iTE,P1424,hematite/LCP-30 wt% LSCF composite,not_yet_annotated
iTE:P1424:n2,iTE,P1424,balanced ionic and electronic conductivities,not_yet_annotated
iTE:P1425:n1,iTE,P1425,weak interlayer bonding,not_yet_annotated
iTE:P1425:n2,iTE,P1425,ultralow cross-plane kappa(L),not_yet_annotated
iTE:P1426:n1,iTE,P1426,N/W ratio,not_yet_annotated
iTE:P1426:n2,iTE,P1426,occupancy of the nonbonding t(2g) states,not_yet_annotated
iTE:P1427:n1,iTE,P1427,competition between positive and negative effects,not_yet_annotated
iTE:P1427:n2,iTE,P1427,pressure-dependent thermal conductivity,not_yet_annotated
iTE:P1428:n1,iTE,P1428,strong phonon anharmonicity,not_yet_annotated
iTE:P1428:n2,iTE,P1428,ultralow thermal conductivities,not_yet_annotated
iTE:P1429:n1,iTE,P1429,Frenkel defect,not_yet_annotated
iTE:P1429:n2,iTE,P1429,diffusion,not_yet_annotated
iTE:P1430:n1,iTE,P1430,interconnected network of elongated PEDOT grains,not_yet_annotated
iTE:P1430:n2,iTE,P1430,electrical conductivity,not_yet_annotated
iTE:P1431:n1,iTE,P1431,large short-range perturbation created by selected dopants,not_yet_annotated
iTE:P1431:n2,iTE,P1431,long-range Coulomb field,not_yet_annotated
iTE:P1432:n1,iTE,P1432,ionic intercalation,not_yet_annotated
iTE:P1432:n2,iTE,P1432,stretchability,not_yet_annotated
iTE:P1434:n1,iTE,P1434,incorporation of crosslinking agents,not_yet_annotated
iTE:P1434:n2,iTE,P1434,voltage bias stress effects caused by ion migration,not_yet_annotated
iTE:P1435:n1,iTE,P1435,growing amount of oxygen vacancies,not_yet_annotated
iTE:P1435:n2,iTE,P1435,electrical conductivity,not_yet_annotated
iTE:P1436:n1,iTE,P1436,minimum formation energy for a mixed chemical reaction route,not_yet_annotated
iTE:P1436:n2,iTE,P1436,filling fraction limit (FFL),not_yet_annotated
iTE:P1438:n1,iTE,P1438,energy barriers at grain boundaries,not_yet_annotated
iTE:P1438:n2,iTE,P1438,scatter and localize carriers,not_yet_annotated
iTE:P1439:n1,iTE,P1439,chemicalbond difference between in-plane and out-of-plane directions,not_yet_annotated
iTE:P1439:n2,iTE,P1439,strong phonon anharmonicity,not_yet_annotated
iTE:P1440:n1,iTE,P1440,partly filled,not_yet_annotated
iTE:P1440:n2,iTE,P1440,rattling actions of filling atoms on scattering of phonons,not_yet_annotated
iTE:P1442:n1,iTE,P1442,Formation of ionic bonds,not_yet_annotated
iTE:P1442:n2,iTE,P1442,Fermi level,not_yet_annotated
iTE:P1443:n1,iTE,P1443,increased phonon scattering by carriers,not_yet_annotated
iTE:P1443:n2,iTE,P1443,lowest lattice thermal conductivity,not_yet_annotated
iTE:P1444:n1,iTE,P1444,Seebeck coefficients,not_yet_annotated
iTE:P1444:n2,iTE,P1444,p-type character,not_yet_annotated
iTE:P1445:n1,iTE,P1445,A-site cation substitution,not_yet_annotated
iTE:P1445:n2,iTE,P1445,conduction band activity,not_yet_annotated
iTE:P1446:n1,iTE,P1446,coupling of lattice phonons with a dynamic breathing of the Li+ diffusion bottleneck,not_yet_annotated
iTE:P1446:n2,iTE,P1446,diffusivity,not_yet_annotated
iTE:P1447:n1,iTE,P1447,massive removal of PSS,not_yet_annotated
iTE:P1447:n2,iTE,P1447,high degree of crystallinity (87.9%) and orientation (0.71) of PEDOT,not_yet_annotated
iTE:P1447:n3,iTE,P1447,high performances of the P/ED fiber,not_yet_annotated
iTE:P1448:n1,iTE,P1448,ionic behavior,not_yet_annotated
iTE:P1449:n1,iTE,P1449,ion exchange capability with PEDOT:PSS,not_yet_annotated
iTE:P1449:n2,iTE,P1449,electrical conductivity,not_yet_annotated
iTE:P1449:n3,iTE,P1449,thin-film stretchability,not_yet_annotated
iTE:P1450:n1,iTE,P1450,zero band gap,not_yet_annotated
iTE:P1450:n2,iTE,P1450,electrical and thermal conductivities,not_yet_annotated
iTE:P1450:n3,iTE,P1450,thermoelectric performance,not_yet_annotated
iTE:P1451:n1,iTE,P1451,choice of metal centre,not_yet_annotated
iTE:P1451:n2,iTE,P1451,spin state transition during electron transfer,not_yet_annotated
iTE:P1451:n3,iTE,P1451,Seebeck performance,not_yet_annotated
iTE:P1452:n1,iTE,P1452,hybridization of Cu-3d and halogen ions,not_yet_annotated
iTE:P1452:n2,iTE,P1452,formation of the valance and conduction bands,not_yet_annotated
iTE:P1453:n1,iTE,P1453,heavy atom at the center,not_yet_annotated
iTE:P1453:n2,iTE,P1453,lattice vibration,not_yet_annotated
iTE:P1453:n3,iTE,P1453,lattice thermal conductivity,not_yet_annotated
iTE:P1454:n1,iTE,P1454,dilute NC hydrogel,not_yet_annotated
iTE:P1454:n2,iTE,P1454,thermoelectric performance,not_yet_annotated
iTE:P1454:n3,iTE,P1454,wear resistance,not_yet_annotated
iTE:P1455:n1,iTE,P1455,defect interactions,not_yet_annotated
iTE:P1455:n2,iTE,P1455,YBa2Cu3O6+x,not_yet_annotated
iTE:P1456:n1,iTE,P1456,Bi doping,not_yet_annotated
iTE:P1456:n2,iTE,P1456,reduction of Co/Ru-site cations,not_yet_annotated
iTE:P1456:n3,iTE,P1456,expansion,not_yet_annotated
iTE:P1457:n1,iTE,P1457,ionic heats of transport,not_yet_annotated
iTE:P1457:n2,iTE,P1457,Seebeck coefficient,not_yet_annotated
iTE:P1457:n3,iTE,P1457,temperature and concentration,not_yet_annotated
iTE:P1458:n1,iTE,P1458,Poisson ratio,not_yet_annotated
iTE:P1458:n2,iTE,P1458,ionic character of ScNiSb,not_yet_annotated
iTE:P1459:n1,iTE,P1459,Ni doping,not_yet_annotated
iTE:P1459:n2,iTE,P1459,electrical conductivity,not_yet_annotated
iTE:P1459:n3,iTE,P1459,ZT,not_yet_annotated
iTE:P1460:n1,iTE,P1460,strain energy and Coulomb energy,not_yet_annotated
iTE:P1460:n2,iTE,P1460,stable,not_yet_annotated
iTE:P1461:n1,iTE,P1461,Coulomb impurities,not_yet_annotated
iTE:P1461:n2,iTE,P1461,TE transport,not_yet_annotated
iTE:P1462:n1,iTE,P1462,smaller ionic radius of Cl- compared to Br-,not_yet_annotated
iTE:P1462:n2,iTE,P1462,more compact lattice,not_yet_annotated
iTE:P1463:n1,iTE,P1463,strong coupling between Se-p-Lu-p sites for MgLu2Se4 and Se-p-Y-p states in MgY2Se4,not_yet_annotated
iTE:P1463:n2,iTE,P1463,hybridization,not_yet_annotated
iTE:P1464:n1,iTE,P1464,ionic lattice,not_yet_annotated
iTE:P1464:n2,iTE,P1464,scaling in the thermoelectric conductivity,not_yet_annotated
iTE:P1465:n1,iTE,P1465,strong ionic bonding,not_yet_annotated
iTE:P1465:n2,iTE,P1465,without a Cu-Se conductive pathway forming near the Fermi level,not_yet_annotated
iTE:P1465:n3,iTE,P1465,low electrical conductivity,not_yet_annotated
iTE:P1466:n1,iTE,P1466,Ge doping,not_yet_annotated
iTE:P1466:n2,iTE,P1466,lattice softening effect,not_yet_annotated
iTE:P1466:n3,iTE,P1466,lattice thermal conductivity,not_yet_annotated
iTE:P1467:n1,iTE,P1467,redistribution-dominated four-phonon scattering process,not_yet_annotated
iTE:P1467:n2,iTE,P1467,lattice thermal conductivity,not_yet_annotated
iTE:P1468:n1,iTE,P1468,sealed state,not_yet_annotated
iTE:P1468:n2,iTE,P1468,hydration exchange,not_yet_annotated
iTE:P1468:n3,iTE,P1468,subsecond dynamics,not_yet_annotated
iTE:P1468:n4,iTE,P1468,long-term stability,not_yet_annotated
iTE:P1469:n1,iTE,P1469,TiO2,not_yet_annotated
iTE:P1469:n2,iTE,P1469,ionic conductivity,not_yet_annotated
iTE:P1470:n1,iTE,P1470,Cu is replaced by the Na atom,not_yet_annotated
iTE:P1470:n2,iTE,P1470,Na-Se ionic bond,not_yet_annotated
iTE:P1470:n3,iTE,P1470,metal-semiconductor transition,not_yet_annotated
iTE:P1471:n1,iTE,P1471,improved structural symmetry,not_yet_annotated
iTE:P1471:n2,iTE,P1471,high density-of-state effective mass,not_yet_annotated
iTE:P1471:n3,iTE,P1471,similar carrier mobility,not_yet_annotated
iTE:P1472:n1,iTE,P1472,Device-level integration into thermoelectric harvesters,not_yet_annotated
iTE:P1472:n2,iTE,P1472,Seebeck coefficients,not_yet_annotated
iTE:P1472:n3,iTE,P1472,output power,not_yet_annotated
iTE:P1473:n1,iTE,P1473,hydrogen bonds between malonic acid and ChC1,not_yet_annotated
iTE:P1473:n2,iTE,P1473,deep eutectic solvents(DESs),not_yet_annotated
iTE:P1474:n1,iTE,P1474,ion-surface interactions,not_yet_annotated
iTE:P1474:n2,iTE,P1474,Soret- and thermoelectric -induced transport,not_yet_annotated
iTE:P1474:n3,iTE,P1474,intercalation within the film layers,not_yet_annotated
iTE:P1475:n1,iTE,P1475,R3+ ionic size,not_yet_annotated
iTE:P1475:n2,iTE,P1475,Seebeck coefficients,not_yet_annotated
iTE:P1475:n3,iTE,P1475,multiband transport,not_yet_annotated
iTE:P1476:n1,iTE,P1476,PCGTxLy,not_yet_annotated
iTE:P1476:n2,iTE,P1476,maximum surface temperature difference,not_yet_annotated
iTE:P1477:n1,iTE,P1477,density of ionized Nb donors,not_yet_annotated
iTE:P1477:n2,iTE,P1477,generation of oxygen vacancies,not_yet_annotated
iTE:P1477:n3,iTE,P1477,electron density,not_yet_annotated
iTE:P1478:n1,iTE,P1478,hybridization between antibonding and bonding states,not_yet_annotated
iTE:P1478:n2,iTE,P1478,lattice anharmonicity,not_yet_annotated
iTE:P1479:n1,iTE,P1479,Seebeck coefficients,not_yet_annotated
iTE:P1480:n1,iTE,P1480,K2IrI6,not_yet_annotated
iTE:P1480:n2,iTE,P1480,power factor,not_yet_annotated
iTE:P1480:n3,iTE,P1480,reduced lattice thermal conductivity,not_yet_annotated
iTE:P1481:n1,iTE,P1481,enhanced phonon scattering,not_yet_annotated
iTE:P1481:n2,iTE,P1481,lattice thermal conductivity,not_yet_annotated
iTE:P1481:n3,iTE,P1481,figure-of-merit,not_yet_annotated
iTE:P1482:n1,iTE,P1482,ILs,not_yet_annotated
iTE:P1482:n2,iTE,P1482,oxidation level and nanostructure,not_yet_annotated
iTE:P1482:n3,iTE,P1482,Seebeck coefficient,not_yet_annotated
iTE:P1482:n4,iTE,P1482,electrical conductivity,not_yet_annotated
iTE:P1483:n1,iTE,P1483,oxygen interstitials,not_yet_annotated
iTE:P1483:n2,iTE,P1483,"holes, one free and the other trapped",not_yet_annotated
iTE:P1484:n1,iTE,P1484,cation exchange,not_yet_annotated
iTE:P1484:n2,iTE,P1484,redox doping reaction between BBL and TDAE,not_yet_annotated
iTE:P1484:n3,iTE,P1484,dedoping reaction related with diffusion of TDAE species,not_yet_annotated
iTE:P1484:n4,iTE,P1484,efficacy and stability of n-doping,not_yet_annotated
iTE:P1485:n1,iTE,P1485,more Cu content,not_yet_annotated
iTE:P1485:n2,iTE,P1485,long-range diffusion coefficient,not_yet_annotated
iTE:P1486:n1,iTE,P1486,defect structure,not_yet_annotated
iTE:P1486:n2,iTE,P1486,"Electrical conductivity, thermoelectric power, and chemical diffusivity",not_yet_annotated
iTE:P1487:n1,iTE,P1487,carrier concentration,not_yet_annotated
iTE:P1487:n2,iTE,P1487,dopant type,not_yet_annotated
iTE:P1487:n3,iTE,P1487,Thermopower,not_yet_annotated
iTE:P1488:n1,iTE,P1488,thermodynamic factor,not_yet_annotated
iTE:P1488:n2,iTE,P1488,ionic thermopower,not_yet_annotated
iTE:P1488:n3,iTE,P1488,electrical conductivity contribution of the trapped holes,not_yet_annotated
