paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P1103,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,thermopower,controlled_rule,0.94
P1103,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1103,CB02CED7099,carrier-concentration optimization,solid_state_mechanism,electronic transport,mechanism_raw,carrier density,controlled_rule,0.94
P1103,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,mechanism_raw,density of states,controlled_rule,0.94
P1103,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,material_raw,ionic liquid,controlled_rule,0.94
P1104,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,pPEGMA/polyionic-liquid/lithium-salt/ionic-liquid n-type thermoelectric ionogel | temperature gradients drive directional ion migration in dual-network ionogel for self-powered temperature/pressure/strain sensing,domain_curated_rule,0.97
P1104,C2C30017E62,seebeck effect,property_metric,property/metric,abstract/material/mechanism,seebeck effect,cleaned_open_concept,0.78
P1104,C38C7EC2077,ethylene glycol,material_entity,solvent/additive,abstract,ethylene glycol,controlled_rule,0.94
P1104,C3C17DDE1C9,Gutmann-donor ionic-cluster thermodiffusion,transport_mechanism,transport mechanism,material+mechanism+abstract,pPEGMA/polyionic-liquid/lithium-salt/ionic-liquid n-type thermoelectric ionogel | temperature gradients drive directional ion migration in dual-network ionogel for self-powered temperature/pressure/strain sensing,domain_curated_rule,0.97
P1104,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,pPEGMA/polyionic-liquid/lithium-salt/ionic-liquid n-type thermoelectric ionogel | temperature gradients drive directional ion migration in dual-network ionogel for self-powered temperature/pressure/strain sensing,domain_curated_rule,0.97
P1104,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,pPEGMA/polyionic-liquid/lithium-salt/ionic-liquid n-type thermoelectric ionogel | temperature gradients drive directional ion migration in dual-network ionogel for self-powered temperature/pressure/strain sensing,domain_curated_rule,0.97
P1104,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,material_raw,ionic-liquid,controlled_rule,0.94
P1104,CE6FC512ED2,dynamic crosslinked gel network,gel_microstructure,network structure,material+mechanism+abstract,pPEGMA/polyionic-liquid/lithium-salt/ionic-liquid n-type thermoelectric ionogel | temperature gradients drive directional ion migration in dual-network ionogel for self-powered temperature/pressure/strain sensing,domain_curated_rule+prediction_family_collapse,0.97
P1104,CE7888BA5E1,ionogel,material_system,soft material platform,material_raw,ionogel,controlled_rule,0.94
P1104,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,mechanism_raw,ion migration,controlled_rule,0.94
P1105,C5EFC27B241,power factor,property_metric,thermoelectric metric,mechanism_raw,power factor,controlled_rule,0.94
P1105,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1105,C74EAC596A2,LaCo1,material_entity,chemical formula,material_raw,LaCo1,chemical_formula_parser,0.9
P1105,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1106,C801FEE07CF,Ba3Co2O6(CO3)0,material_entity,chemical formula,material_raw,Ba3Co2O6(CO3)0,chemical_formula_parser,0.9
P1106,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1106,CDB90DFF9A6,conductivity measurements,property_metric,property/metric,abstract/material/mechanism,conductivity measurements,cleaned_open_concept,0.78
P1107,C5219F02F17,Zintl phase,material_system,solid thermoelectric family,material_raw,Zintl,controlled_rule,0.94
P1107,CAA69C39B27,Ba2ZnP2,material_entity,chemical formula,material_raw,Ba2ZnP2,chemical_formula_parser,0.9
P1108,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,Density functional theory,controlled_rule,0.94
P1108,C787F187281,Ag2S,material_entity,chemical formula,material_raw,Ag2S,chemical_formula_parser,0.9
P1109,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,FeCl3-doped free-standing P3HT films | Cl- thermodiffusion changes conduction from p-type electronic to n-type ionic and produces giant negative Seebeck coefficient,domain_curated_rule,0.97
P1109,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,FeCl3-doped free-standing P3HT films | Cl- thermodiffusion changes conduction from p-type electronic to n-type ionic and produces giant negative Seebeck coefficient,domain_curated_rule,0.97
P1109,C3197A0656B,negative seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,negative seebeck coefficient,cleaned_open_concept,0.78
P1109,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,FeCl3-doped free-standing P3HT films | Cl- thermodiffusion changes conduction from p-type electronic to n-type ionic and produces giant negative Seebeck coefficient,domain_curated_rule,0.97
P1109,C5C8C31EAB3,high electrical conductivity,property_metric,property/metric,abstract/material/mechanism,high electrical conductivity,cleaned_open_concept,0.78
P1109,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1109,C8739CADFFB,P3HT,material_entity,chemical formula,material_raw,P3HT,chemical_formula_parser,0.9
P1109,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,mechanism_raw,Seebeck coefficient,controlled_rule,0.94
P1109,C978AB915B2,n-type seebeck,property_metric,property/metric,abstract/material/mechanism,n-type seebeck,cleaned_open_concept,0.78
P1109,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1109,CC4889A8451,FeCl3,material_entity,chemical formula,material_raw,FeCl3,chemical_formula_parser,0.9
P1109,CF48AC001D7,negative seebeck,property_metric,property/metric,abstract/material/mechanism,negative seebeck,cleaned_open_concept,0.78
P1109,CF81A6BB0DB,n-type seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,n-type seebeck coefficient,cleaned_open_concept,0.78
P1110,C5EFC27B241,power factor,property_metric,thermoelectric metric,abstract,power factor,controlled_rule,0.94
P1110,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,abstract,band gap,controlled_rule,0.94
P1110,CEFB89C25E5,Sr2TMCu2Te2O2,material_entity,chemical formula,material_raw,Sr2TMCu2Te2O2,chemical_formula_parser,0.9
P1110,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,abstract,perovskite,controlled_rule,0.94
P1111,C2964ADB3A9,chalcogenide,material_system,solid thermoelectric family,material_raw,chalcogenide,controlled_rule,0.94
P1111,C99A8EFC75D,NaCu5S3,material_entity,chemical formula,material_raw,NaCu5S3,chemical_formula_parser,0.9
P1111,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ionic migration,controlled_rule,0.94
P1112,CC1DFFF3702,wearable biointerface thermocell,device_function,device function,material+mechanism+abstract,doped BiCuSeO ceramics modeled with ionic radii and dopant concentrations | hybrid genetic support-vector regression predicts dopant effects on thermoelectric figure of merit,domain_curated_rule,0.97
P1112,CDAD3B4D79F,machine learning,computational_method,data-driven method,abstract,machine learning,controlled_rule,0.94
P1112,CFE4361F368,charge-carrier mobility,solid_state_mechanism,electronic transport,abstract,carrier mobility,controlled_rule,0.94
P1113,C1233ADA4A4,BF4,material_entity,chemical formula,material_raw,BF4,chemical_formula_parser,0.9
P1113,CCB7E33D0FE,ionic liquid,material_system,electrolyte and solvent,material_raw,ionic liquid,controlled_rule,0.94
P1114,C03E994CF2E,LiMTe2,material_entity,chemical formula,material_raw,LiMTe2,chemical_formula_parser,0.9
P1114,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,"2D LiMTe2 monolayers with M = Al, Ga, In | bond heterogeneity, lone-pair electrons, and strong anharmonicity lower lattice thermal conductivity while pudding-mold conduction band raises power factor",domain_curated_rule,0.97
P1114,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,mechanism_raw,anharmonicity,controlled_rule,0.94
P1114,C2964ADB3A9,chalcogenide,material_system,solid thermoelectric family,abstract,chalcogenides,controlled_rule,0.94
P1114,C4052F644EA,low lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,low lattice thermal conductivity,cleaned_open_concept,0.78
P1114,C45EE16DE6E,lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lattice thermal conductivity,cleaned_open_concept,0.78
P1114,C5EFC27B241,power factor,property_metric,thermoelectric metric,mechanism_raw,power factor,controlled_rule,0.94
P1114,C9AFE334F36,phonon scattering,solid_state_mechanism,thermal transport,abstract,phonon scattering,controlled_rule,0.94
P1114,CB727037BDD,lattice thermal-conductivity suppression,solid_state_mechanism,thermal transport,mechanism_raw,lower lattice thermal conductivity,controlled_rule,0.94
P1114,CCB610B0F66,lower lattice thermal conductivity,property_metric,property/metric,abstract/material/mechanism,lower lattice thermal conductivity,cleaned_open_concept,0.78
P1114,CCF542D6217,thermal conductivity,property_metric,transport property,mechanism_raw,thermal conductivity,controlled_rule,0.94
P1115,C5A69E4FCAA,Ag2O,material_entity,chemical formula,material_raw,Ag2O,chemical_formula_parser,0.9
P1115,CB650BF52CF,X-ray diffraction,characterization_method,structure characterization,abstract,X-ray diffraction,controlled_rule,0.94
P1115,CCC7004384F,MoO3,material_entity,chemical formula,material_raw,MoO3,chemical_formula_parser,0.9
P1116,C25D09DDC57,Fe2+/Fe3+ solvation redox chemistry,redox_chemistry,redox mechanism,material+mechanism+abstract,"aqueous, methanol, acetone, and propylene carbonate Fe2+/Fe3+ solutions | viscosity and Fe concentration determine solution/diffusion resistances in liquid thermoelectric converters",domain_curated_rule,0.97
P1116,C38BF83E8E5,electrochemical seebeck,property_metric,property/metric,abstract/material/mechanism,electrochemical seebeck,cleaned_open_concept,0.78
P1116,C41DA9D5B12,convection-resolved resistance decomposition,transport_mechanism,transport mechanism,material+mechanism+abstract,"aqueous, methanol, acetone, and propylene carbonate Fe2+/Fe3+ solutions | viscosity and Fe concentration determine solution/diffusion resistances in liquid thermoelectric converters",domain_curated_rule,0.97
P1116,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"aqueous, methanol, acetone, and propylene carbonate Fe2+/Fe3+ solutions | viscosity and Fe concentration determine solution/diffusion resistances in liquid thermoelectric converters",domain_curated_rule,0.97
P1116,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,abstract,charge-transfer,controlled_rule,0.94
P1117,C106397924D,p/n thermogalvanic series design,device_function,device function,material+mechanism+abstract,CsSnBr3-xClx mixed halide perovskites | increasing Cl content changes structure/band gap and improves high-temperature ZT; bonding is predominantly ionic,domain_curated_rule,0.97
P1117,C1A89667A20,CsSnBr3,material_entity,chemical formula,material_raw,CsSnBr3,chemical_formula_parser,0.9
P1117,C384BEE1074,density functional theory,computational_method,electronic-structure calculation,abstract,Density Functional Theory,controlled_rule,0.94
P1117,C5FECB4C8CC,mechanical property,property_metric,property/metric,abstract/material/mechanism,mechanical property,cleaned_open_concept,0.78
P1117,C6CDB23F33C,seebeck coefficient,property_metric,property/metric,abstract/material/mechanism,seebeck coefficient,cleaned_open_concept,0.78
P1117,C8F254FA6F8,Seebeck coefficient/thermopower,property_metric,thermoelectric metric,abstract,Seebeck coefficient,controlled_rule,0.94
P1117,CA8311B95A4,electrical conductivity,property_metric,transport property,abstract,electrical conductivity,controlled_rule,0.94
P1117,CB9430BE241,photothermal thermogalvanic integration,device_function,device function,material+mechanism+abstract,CsSnBr3-xClx mixed halide perovskites | increasing Cl content changes structure/band gap and improves high-temperature ZT; bonding is predominantly ionic,domain_curated_rule,0.97
P1117,CBF24CD6AF1,electronic-structure modulation,solid_state_mechanism,electronic structure,mechanism_raw,band gap,controlled_rule,0.94
P1117,CCF542D6217,thermal conductivity,property_metric,transport property,abstract,thermal conductivity,controlled_rule,0.94
P1117,CF6EB9E126B,perovskite,material_system,solid thermoelectric family,material_raw,perovskites,controlled_rule,0.94
P1118,C2378F90E64,anharmonic phonon transport,solid_state_mechanism,thermal transport,mechanism_raw,phonon anharmonicity,controlled_rule,0.94
P1118,C338491CE9C,thermal charging redox storage,device_function,device function,material+mechanism+abstract,"Ag8SnSe6 superionic argyrodite | mobile Ag vibrational dynamics and weak bonding cause extreme phonon anharmonicity, superionic diffusion, and ultralow thermal conductivity",domain_curated_rule,0.97
P1118,C5324084A22,molecular dynamics,computational_method,atomistic simulation,abstract,molecular dynamics,controlled_rule,0.94
