concept,concept_type,doc_freq,score
waste heat harvesting integration,material_system,2,25.08180259936264
water evaporation rate high,material_system,2,25.08180259936264
water increase solubility maintaining,material_system,2,25.08180259936264
x ray neutron diffraction,characterization_method,2,25.08180259936264
water-thermal self-cycling thermoelectric hydrogel,material_system,2,25.08180259936264
water-thermal cycling strategy achieves,material_system,2,25.08180259936264
water-induced constraints driving molecular,material_system,2,25.08180259936264
water-containing deep eutectic solvent,material_system,2,25.08180259936264
water structure tailoring molecular,material_system,2,25.08180259936264
water structure antifreezing n-type,material_system,2,25.08180259936264
water selectively pair reduced,material_system,2,25.08180259936264
water retention rate great,material_system,2,25.08180259936264
water retention mechanical property,property_metric,2,25.08180259936264
water evaporation photothermal conversion,device_function,2,25.08180259936264
waste heat induce temperature,material_system,2,25.08180259936264
waste heat recovery thermogalvanic,material_system,2,25.08180259936264
waste heat utilization energy,material_system,2,25.08180259936264
thermoelectric materials assembly devices,material_system,2,25.08180259936264
thermoelectric materials allow thermoelectric ionogel,material_system,2,25.08180259936264
thermoelectric materials addition recent,material_system,2,25.08180259936264
thermoelectric material synergistic thermodiffusion,transport_mechanism,2,25.08180259936264
thermoelectric material high temperature,material_system,2,25.08180259936264
thermoelectric material gelatin matrix,material_system,2,25.08180259936264
thermoelectric ionogel quasi-solid-state ionic,material_system,2,25.08180259936264
thermoelectric ionogel electrolyte enhance,material_system,2,25.08180259936264
thermoelectric i-te mxene/pva polyvinyl,material_system,2,25.08180259936264
thermoelectric i-te materials ions,material_system,2,25.08180259936264
thermoelectric i-te cells ions,material_system,2,25.08180259936264
thermoelectric hydrogel used energy,material_system,2,25.08180259936264
thermoelectric hydrogel rtig synergistically,material_system,2,25.08180259936264
time approximation used thermoelectric,material_system,2,25.08180259936264
time exhibits high seebeck,property_metric,2,25.08180259936264
time feasible option recover,material_system,2,25.08180259936264
water containing des intentionally,material_system,2,25.08180259936264
waste heat world thermogalvanic,material_system,2,25.08180259936264
waste heat utilization sustainable,material_system,2,25.08180259936264
water purification energy generation,material_system,2,25.08180259936264
water production thermoelectric energy,material_system,2,25.08180259936264
water production kg m-2,material_system,2,25.08180259936264
visible absorption boltzmann transport,material_system,2,25.08180259936264
voltage approximately ambient temperature,material_system,2,25.08180259936264
voltages thermoelectrochemistry redox couple,redox_chemistry,2,25.08180259936264
voltages temperature gradient unlike,material_system,2,25.08180259936264
voltage temperature difference n-type,material_system,2,25.08180259936264
voltage temperature difference bearing,material_system,2,25.08180259936264
voltage small temperature difference,material_system,2,25.08180259936264
voltage power generation developed,material_system,2,25.08180259936264
voltage output report ionic,material_system,2,25.08180259936264
voltage output ionic thermopower,property_metric,2,25.08180259936264
voltage mv small temperature,material_system,2,25.08180259936264
voltage mv degrees temperature,material_system,2,25.08180259936264
voltage low-temperature differences low,material_system,2,25.08180259936264
voltage generation redox reaction,redox_chemistry,2,25.08180259936264
voltage generation mv thermoelectric,material_system,2,25.08180259936264
voltage generation driven temperature-dependent,material_system,2,25.08180259936264
voltage generated small temperature,material_system,2,25.08180259936264
volume fraction similar observations,material_system,2,25.08180259936264
way practical scalable applications,material_system,2,25.08180259936264
wearable applications requires flexibility,material_system,2,25.08180259936264
vital environmental interface skin,material_system,2,25.08180259936264
versus temperature oxygen pressure,material_system,2,25.08180259936264
water molecules siof litcs,material_system,2,25.08180259936264
various electrolytes undergo phase,material_system,2,25.08180259936264
water molecules increasing disorder,material_system,2,25.08180259936264
water molecules increase dipole,material_system,2,25.08180259936264
volume thermally diffused ions,material_system,2,25.08180259936264
way design ionic thermoelectric,material_system,2,25.08180259936264
volume phase transition generates,phase_or_species_transition,2,25.08180259936264
voltammetry varying temperatures results,characterization_method,2,25.08180259936264
viscoelasticity precursor enables formation,material_system,2,25.08180259936264
vinyl alcohol pva used,material_system,2,25.08180259936264
vinyl alcohol pva n-type,material_system,2,25.08180259936264
vinyl alcohol pva gel,material_system,2,25.08180259936264
vinyl alcohol polyacrylamide hydrogel,material_system,2,25.08180259936264
vinyl alcohol hydrogel solar,material_system,2,25.08180259936264
viscosity eta electrolyte concentrations,transport_mechanism,2,25.08180259936264
vinyl alcohol cellulose nanofiber,gel_microstructure,2,25.08180259936264
versatile polymer network design,material_system,2,25.08180259936264
versatile multifunctional platform next-generation,material_system,2,25.08180259936264
varying temperatures results reveal,material_system,2,25.08180259936264
varying concentrations evaluate thermoelectric,material_system,2,25.08180259936264
various ion species niv14,material_system,2,25.08180259936264
thermoelectric materials attracting attention,material_system,2,25.08180259936264
thermoelectric materials emerging applications,material_system,2,25.08180259936264
thermoelectric materials face limitations,material_system,2,25.08180259936264
thermocells quantitative evaluation thermocells electrically,material_system,2,25.08180259936264
thermocells litcs giant ionic,material_system,2,25.08180259936264
thermocells itcs high ionic,material_system,2,25.08180259936264
thermocells ionic conductivity continuous,property_metric,2,25.08180259936264
thermocells interface optimization liquid,material_system,2,25.08180259936264
thermocells high hybrid entropy,material_system,2,25.08180259936264
thermocells giant ionic thermopower,property_metric,2,25.08180259936264
thermodiffusion effects thermogalvanic effect,transport_mechanism,2,25.08180259936264
thermoelectric gelatin changed thermopower,property_metric,2,25.08180259936264
thermoelectric gelatin identifying materials,material_system,2,25.08180259936264
thermoelectric gelatin increases mv/k,material_system,2,25.08180259936264
thermoelectric power temperature range,material_system,2,25.08180259936264
thermoelectric power ionic liquid,material_system,2,25.08180259936264
thermoelectric power factor pedot:pss,property_metric,2,25.08180259936264
thermoelectric power depends temperature,material_system,2,25.08180259936264
thermoelectric power dc conductivity,property_metric,2,25.08180259936264
thermoelectric potential thermogalvanic cells,material_system,2,25.08180259936264
thermoelectric property identified self-assembled,material_system,2,25.08180259936264
thermoelectric potential production magnetic,material_system,2,25.08180259936264
thermoelectric performance pva-based hydrogel,material_system,2,25.08180259936264
thermocells power density w/m2,property_metric,2,25.08180259936264
thermocells receiving increasing attention,material_system,2,25.08180259936264
